Player ID,Player Name,Team ID,Player Birth Date,Player Age,Player Height,Player Joined,Player Expires,Player Position,Player Foot,Player Agent,Player Value,Player National ID
p-469781,Marcos Senesi,c-989,"May 10, 1997",26,185,"Aug 8, 2022","Jun 30, 2026",Defender - Centre-Back,left,Interplayers,17000000.0,n-3437
p-480116,Lloyd Kelly,c-989,"Oct 6, 1998",24,England,"Jul 1, 2019","Jun 30, 2024",Defender - Centre-Back,left,CAA Stellar,15000000.0,n-9565
p-480987,Chris Mepham,c-989,"Nov 5, 1997",25,190,"Jan 22, 2019","Jun 30, 2025",Defender - Centre-Back,right,Volenti,6000000.0,n-3864
p-163744,Jack Stephens,c-989,"Jan 27, 1994",29,England,"Sep 1, 2022","May 31, 2023",Defender - Centre-Back,right,CAA Stellar,5000000.0,n-9565
p-439072,Matias Vina,c-989,"Nov 9, 1997",25,175,"Jan 30, 2023","Jun 30, 2023",Defender - Left-Back,left,Relatives,6000000.0,n-3449
p-633530,Jordan Zemura,c-989,"Nov 14, 1999",23,173,"Jun 30, 2023","Mar 2, 2022",Defender - Left-Back,left,AFC Bournemouth,4000000.0,n-3583
p-249356,Jack Stacey,c-989,"Apr 6, 1996",27,180,"Jul 8, 2019","Jun 30, 2023",Defender - Right-Back,right,Unique Sports Group,3000000.0,n-3583
p-140191,Ryan Fredericks,c-989,"Oct 10, 1992",30,181,"Jul 1, 2022","Jun 30, 2024",Defender - Right-Back,right,Unique Sports Group,2000000.0,n-21340
p-61841,Adam Smith,c-989,"Apr 29, 1991",32,174,"Jan 28, 2014","Jun 30, 2024",Defender - Right-Back,right,CAA Stellar,1500000.0,n-9565
p-262980,Jefferson Lerma,c-989,"Oct 25, 1994",28,179,"Aug 7, 2018","Jun 30, 2023",midfield - Defensive Midfield,right,ABADSPORT,15000000.0,n-3816
p-320411,Philip Billing,c-989,"Jun 11, 1996",26,193,"Jul 29, 2019","Jun 30, 2024",midfield - Central Midfield,left,ROOF,18000000.0,n-3436
p-249089,Lewis Cook,c-989,"Feb 3, 1997",26,175,"Jul 8, 2016","Jun 30, 2025",midfield - Central Midfield,right,CAA Stellar,10000000.0,n-3299
p-183293,Joe Rothwell,c-989,"Jan 11, 1995",28,185,"Jun 30, 2026",,midfield - Central Midfield,right,AFC Bournemouth,3500000.0,n-22907
p-399434,Marcus Tavernier,c-989,"Mar 22, 1999",24,178,"Aug 1, 2022","Jun 30, 2027",midfield - Left Midfield,left,StormSportsX,15000000.0,n-22907
p-391065,Hamed Junior Traore,c-989,"Feb 16, 2000",23,Cote d'Ivoire,"Jan 31, 2023",-,midfield - Attacking Midfield,right,GG11,22000000.0,n-3591
p-188077,Ryan Christie,c-989,"Feb 22, 1995",28,Scotland,"Aug 31, 2021","Jun 30, 2024",midfield - Attacking Midfield,left,PLG,9000000.0,n-3380
p-684210,Jaidon Anthony,c-989,"Dec 1, 1999",23,England,"Aug 1, 2020","Jun 30, 2027",Attack - Left Winger,right,Godfrey k Torto,5000000.0,n-3380
p-87672,Junior Stanislas,c-989,"Nov 26, 1989",33,183,"Jul 1, 2014","Jun 30, 2023",Attack - Left Winger,right,ROOF,700000.0,n-9565
p-823231,Dango Ouattara,c-989,"Feb 11, 2002",21,177,"Jan 19, 2023","Jun 30, 2028",Attack - Right Winger,left,PSM,20000000.0,n-5872
p-277033,David Brooks,c-989,"Jul 8, 1997",25,173,"Jul 1, 2018","Jun 30, 2026",Attack - Right Winger,left,Unique Sports Group,12000000.0,n-3864
p-258889,Dominic Solanke,c-989,"Sep 14, 1997",25,186,"Jan 4, 2019","Jun 30, 2026",Attack - Centre-Forward,right,Relatives,18000000.0,n-3299
p-583255,Antoine Semenyo,c-989,"Jan 7, 2000",23,185,"Jun 30, 2027",club option 1 year,Attack - Centre-Forward,right,AFC Bournemouth,9000000.0,n-3441
p-275590,Kieffer Moore,c-989,"Aug 8, 1992",30,196,"Jan 31, 2022","Jun 30, 2025",Attack - Centre-Forward,right,Unique Sports Group,4000000.0,n-3864
p-683840,Pedri,c-131,"Nov 25, 2002",20,174,"Sep 2, 2019","Jun 30, 2026",midfield - Central Midfield,right,LEADERBROCK,100000000.0,n-3375
p-646740,Gavi,c-131,"Aug 5, 2004",18,173,"Jul 1, 2021",-,midfield - Central Midfield,right,"Puyol, De la Peña ...",90000000.0,n-3375
p-326330,Frenkie De Jong,c-131,"May 12, 1997",26,181,"Jul 1, 2019","Jun 30, 2026",midfield - Central Midfield,right,HCM Sports ...,60000000.0,n-3379
p-294808,Franck Kessie,c-131,"Dec 19, 1996",26,183,"Jul 4, 2022","Jun 30, 2026",midfield - Central Midfield,right,Ambition Group,28000000.0,n-3591
p-720038,Pablo Torre,c-131,"Apr 3, 2003",20,173,"Jul 1, 2022","Jun 30, 2026",midfield - Central Midfield,right,AC Talent,3000000.0,n-9567
p-466810,Ansu Fati,c-131,"Oct 31, 2002",20,178,"Sep 23, 2020","Jun 30, 2027",Attack - Left Winger,right,Relatives,35000000.0,n-3375
p-398184,Ferran Torres,c-131,"Feb 29, 2000",23,182,"Jan 1, 2022","Jun 30, 2027",Attack - Left Winger,right,LEADERBROCK,30000000.0,n-3375
p-288230,Ousmane Dembele,c-131,"May 15, 1997",26,178,"Aug 25, 2017","Jun 30, 2024",Attack - Right Winger,both,Relatives,60000000.0,n-3377
p-411295,Raphinha,c-131,"Dec 14, 1996",26,176,"Jul 13, 2022","Jun 30, 2027",Attack - Right Winger,left,D20 Sports,50000000.0,n-3439
p-38253,Robert Lewandowski,c-131,"Aug 21, 1988",34,Poland,"Jul 19, 2022","Jun 30, 2026",Attack - Centre-Forward,right,Gol International,40000000.0,n-3442
p-121483,Jan Oblak,c-131,"Jan 7, 1993",30,Slovenia,"Jul 16, 2014","Jun 30, 2028",Goalkeeper,right,Miha Mlakar,40000000.0,n-3588
p-226073,Ivo Grbic,c-131,"Jan 18, 1996",27,195,"Jun 30, 2024",,Goalkeeper,right,Atlético de Madrid,3500000.0,n-3556
p-250845,Jose Maria Gimenez,c-13,"Jan 20, 1995",28,185,"Apr 25, 2013","Jun 30, 2025",Defender - Centre-Back,right,VIDA 11,35000000.0,n-3449
p-281769,Mario Hermoso,c-13,"Jun 18, 1995",27,184,"Jul 18, 2019","Jun 30, 2024",Defender - Centre-Back,left,Gesport Espizua SL,18000000.0,n-3375
p-107010,Stefan Savic,c-13,"Jan 8, 1991",32,187,"Jul 20, 2015","Jun 30, 2024",Defender - Centre-Back,right,Zarko Pelicic,7500000.0,n-11953
p-240692,Reinildo Mandava,c-13,"Jan 21, 1994",29,180,"Jan 31, 2022","Jun 30, 2025",Defender - Left-Back,left,Blueprivate ...,25000000.0,n-5129
p-282429,Sergio Reguilon,c-13,"Dec 16, 1996",26,178,"Aug 30, 2022","Jun 30, 2023",Defender - Left-Back,left,Sports Invest UK ltd,15000000.0,n-3375
p-424042,Nahuel Molina,c-13,"Apr 6, 1998",25,175,"Jun 30, 2027",,Defender - Right-Back,right,Atlético de Madrid,24000000.0,n-3437
p-171679,Matt Doherty,c-13,"Jan 16, 1992",31,185,"Jan 31, 2023","Jun 30, 2023",Defender - Right-Back,right,Gestifute,9000000.0,n-3509
p-127189,Geoffrey Kondogbia,c-13,"Feb 15, 1993",30,188,"Nov 3, 2020","Jun 30, 2024",midfield - Defensive Midfield,left,Sport Cover,18000000.0,n-12933
p-35047,Axel Witsel,c-13,"Jan 12, 1989",34,186,"Jul 6, 2022","Jun 30, 2024",midfield - Defensive Midfield,right,Nomi Sports,5000000.0,n-3382
p-255901,Rodrigo De Paul,c-13,"May 24, 1994",29,180,"Jul 12, 2021","Jun 30, 2026",midfield - Central Midfield,right,Augustin Jimenez,40000000.0,n-3437
p-282411,Marcos Llorente,c-13,"Jan 30, 1995",28,184,"Jun 30, 2027","Aug 18, 2021",midfield - Central Midfield,right,Atlético de Madrid,35000000.0,n-3375
p-74229,Koke,c-13,"Jan 8, 1992",31,176,"Jan 1, 2011","Jun 30, 2024",midfield - Central Midfield,right,Gesport Espizua SL,16000000.0,n-3375
p-148928,Saul Niguez,c-13,"Nov 21, 1994",28,184,"Jul 1, 2013","Jun 30, 2026",midfield - Central Midfield,left,CAA Stellar,10000000.0,n-3375
p-775605,Pablo Barrios,c-13,"Jun 15, 2003",19,181,"Jan 23, 2023","Jun 30, 2028",midfield - Central Midfield,right,CAA Stellar,5000000.0,n-9567
p-205562,Thomas Lemar,c-13,"Nov 12, 1995",27,France,"Jul 1, 2018","Jun 30, 2027",midfield - Attacking Midfield,left,Kemari,25000000.0,n-3377
p-140776,Yannick Carrasco,c-13,"Sep 4, 1993",29,181,"Sep 8, 2020","Jun 30, 2024",Attack - Left Winger,right,Gol International,25000000.0,n-3382
p-266807,Angel Correa,c-13,"Mar 9, 1995",28,171,"Jan 1, 2015","Jun 30, 2026",Attack - Right Winger,right,Augustin Jimenez,35000000.0,n-3437
p-125781,Antoine Griezmann,c-13,"Mar 21, 1991",32,176,"Aug 31, 2021","Jun 30, 2023",Attack - Second Striker,left,BY AND FOR,25000000.0,n-3377
p-128223,Alvaro Morata,c-13,"Oct 23, 1992",30,189,"Jul 1, 2020","Jun 30, 2024",Attack - Centre-Forward,right,Niagara Sports ...,25000000.0,n-3375
p-167850,Memphis Depay,c-13,"Feb 13, 1994",29,Netherlands,"Jan 20, 2023","Jun 30, 2025",Attack - Centre-Forward,right,TEAM DEPAY,16000000.0,n-3379
p-212862,Alex Remiro,c-681,"Mar 24, 1995",28,191,"Jul 1, 2019","Jun 30, 2027",Goalkeeper,right,Feel Winner,25000000.0,n-9567
p-428948,Andoni Zubiaurre,c-681,"Dec 4, 1996",26,189,"Jul 1, 2022","Jun 30, 2024",Goalkeeper,left,YOU FIRST,300000.0,n-9567
p-351809,Robin Le Normand,c-681,"Nov 11, 1996",26,France,"Jul 1, 2019","Jun 30, 2026",Defender - Centre-Back,right,AC Talent,35000000.0,n-9567
p-355628,Igor Zubeldia,c-681,"Mar 30, 1997",26,181,"Jul 1, 2017","Jun 30, 2029",Defender - Centre-Back,right,Wasserman,15000000.0,n-9567
p-229804,Aritz Elustondo,c-681,"Mar 28, 1994",29,182,"Jan 4, 2016","Jun 30, 2026",Defender - Centre-Back,right,IDUB GLOBAL,14000000.0,n-9567
p-580560,Jon Pacheco,c-681,"Jan 8, 2001",22,184,"Jul 1, 2022","Jun 30, 2027",Defender - Centre-Back,left,IDUB GLOBAL,6000000.0,n-9567
p-517842,Aihen Munoz,c-681,"Aug 16, 1997",25,175,"Jul 1, 2019","Jun 30, 2024",Defender - Left-Back,left,YOU FIRST,6000000.0,n-9567
p-249513,Diego Rico,c-681,"Feb 23, 1993",30,183,"Jul 26, 2021","Jun 30, 2025",Defender - Left-Back,left,IDUB GLOBAL,3000000.0,n-9567
p-289255,Andoni Gorosabel,c-681,"Aug 4, 1996",26,174,"Jun 30, 2024","Jun 9, 2020",Defender - Right-Back,right,Real Sociedad,10000000.0,n-9567
p-434990,Alex Sola,c-681,"Jun 9, 1999",23,178,"Jul 1, 2022","Jun 30, 2026",Defender - Right-Back,right,LEADERBROCK,3000000.0,n-12395
p-423440,Martin Zubimendi,c-681,"Feb 2, 1999",24,181,"Sep 10, 2020","Jun 30, 2027",midfield - Defensive Midfield,right,IDUB GLOBAL,40000000.0,n-3375
p-59344,Asier Illarramendi,c-681,"Mar 8, 1990",33,179,"Aug 26, 2015","Jun 30, 2023",midfield - Defensive Midfield,right,Bahía Internacional,2000000.0,n-3375
p-338424,Mikel Merino,c-681,"Jun 22, 1996",26,189,"Jul 12, 2018","Jun 30, 2025",midfield - Central Midfield,left,Bahía Internacional,50000000.0,n-3375
p-465967,Ander Guevara,c-681,"Jul 7, 1997",25,180,"Jul 1, 2019","Jun 30, 2024",midfield - Central Midfield,right,YOU FIRST,5000000.0,n-3375
p-634431,Benat Turrientes,c-681,"Jan 31, 2002",21,181,"Jul 1, 2022","Jun 30, 2027",midfield - Central Midfield,right,IDUB GLOBAL,2000000.0,n-9567
p-309110,Brais Mendez,c-681,"Jan 7, 1997",26,184,"Jul 6, 2022","Jun 30, 2028",midfield - Attacking Midfield,left,InterStarDeporte,30000000.0,n-3375
p-563137,Robert Navarro,c-681,"Apr 12, 2002",21,178,"Jun 30, 2027",,midfield - Attacking Midfield,right,Real Sociedad,4000000.0,n-9567
p-35518,David Silva,c-681,"Jan 8, 1986",37,170,"Aug 17, 2020","Jun 30, 2024",midfield - Attacking Midfield,left,IFM,4000000.0,n-3375
p-907813,Pablo Marin,c-9899,"Jul 3, 2003",19,178,"Jul 1, 2022","Jun 30, 2027",midfield - Attacking Midfield,right,InterStarDeporte,500000.0,n-12609
p-351478,Mikel Oyarzabal,c-9899,"Apr 21, 1997",26,181,"Jun 30, 2028","Feb 10, 2023",Attack - Left Winger,left,Real Sociedad,50000000.0,n-3375
p-616369,Ander Barrenetxea,c-681,"Dec 27, 2001",21,175,"Jul 1, 2019","Jun 30, 2027",Attack - Left Winger,right,Wasserman,6000000.0,n-9567
p-289272,Martin Merquelanz,c-681,"Jun 12, 1995",27,176,"Aug 14, 2018","Jun 30, 2025",Attack - Left Winger,left,IDUB GLOBAL,1200000.0,n-9567
p-405398,Takefusa Kubo,c-681,"Jun 4, 2001",21,173,"Jul 19, 2022","Jun 30, 2027",Attack - Right Winger,left,Roberto Tukada,15000000.0,n-3435
p-337715,Umar Sadiq,c-681,"Feb 2, 1997",26,191,"Sep 1, 2022","Jun 30, 2028",Attack - Centre-Forward,right,CAA Base Ltd,18000000.0,n-3444
p-670847,Momo Cho,c-681,"Jan 19, 2004",19,182,"Jul 1, 2022","Jun 30, 2027",Attack - Centre-Forward,left,Sparka Management,15000000.0,n-9323
p-238407,Alexander Sorloth,c-681,"Dec 5, 1995",27,Norway,"Aug 29, 2022","Jun 30, 2023",Attack - Centre-Forward,left,Keypass AS,12000000.0,n-3440
p-216464,Carlos Fernandez,c-681,"May 22, 1996",27,185,"Jan 24, 2021","Jun 30, 2026",Attack - Centre-Forward,left,Relatives,4000000.0,n-9567
p-585323,Filip Jorgensen,c-1050,"Apr 16, 2002",21,190,"Jan 5, 2023","Jun 30, 2025",Goalkeeper,right,Goal Management,1500000.0,n-16783
p-7825,Pepe Reina,c-1050,"Aug 31, 1982",40,188,"Jul 8, 2022","Jun 30, 2023",Goalkeeper,right,Manuel García ...,700000.0,n-3375
p-399776,Pau Torres,c-1050,"Jan 16, 1997",26,191,"Jul 1, 2018","Jun 30, 2024",Defender - Centre-Back,left,InterStarDeporte,45000000.0,n-3375
p-494880,Jorge Cuenca,c-1050,"Nov 17, 1999",23,190,"Sep 21, 2020","Jun 30, 2025",Defender - Centre-Back,left,InterStarDeporte,5000000.0,n-3375
p-80293,Aissa Mandi,c-1050,"Oct 22, 1991",31,184,"Jul 1, 2021","Jun 30, 2025",Defender - Centre-Back,right,Wasserman,4000000.0,n-3614
p-15452,Raul Albiol,c-1050,"Sep 4, 1985",37,190,"Jul 4, 2019","Jun 30, 2024",Defender - Centre-Back,right,Football Capital,3000000.0,n-3375
p-356197,Alfonso Pedraza,c-1050,"Apr 9, 1996",27,184,"Jul 1, 2016","Jun 30, 2026",Defender - Left-Back,left,LEADERBROCK,15000000.0,n-9567
p-262939,Johan Mojica,c-1050,"Aug 21, 1992",30,185,"Sep 1, 2022","Jun 30, 2026",Defender - Left-Back,left,LF Sport Management,5000000.0,n-3816
p-207917,Alberto Moreno,c-1050,"Jul 5, 1992",30,171,"Jun 30, 2024",adidas,Defender - Left-Back,left,Villarreal CF,4000000.0,n-3375
p-480763,Juan Foyth,c-1050,"Jan 12, 1998",25,187,"Jul 1, 2021","Jun 30, 2026",Defender - Right-Back,right,Primotempo,25000000.0,n-3437
p-76467,Kiko Femenia,c-1050,"Feb 2, 1991",32,171,"Jul 28, 2022","Jun 30, 2025",Defender - Right-Back,right,Goal Management,2500000.0,n-9567
p-74869,Francis Coquelin,c-1050,"May 13, 1991",32,France,"Aug 12, 2020","Jun 30, 2024",midfield - Defensive Midfield,right,One Team Football,5000000.0,n-9323
p-63494,Etienne Capoue,c-1050,"Jul 11, 1988",34,France,"Jan 4, 2021","Jun 30, 2024",midfield - Defensive Midfield,right,World Soccer Star ...,3000000.0,n-3377
p-783396,Ramon Terrats,c-1050,"Oct 18, 2000",22,181,"Jan 18, 2023","Jun 30, 2023",midfield - Defensive Midfield,left,MagicPlayers,1500000.0,n-3377
p-348795,Giovani Lo Celso,c-1050,"Apr 9, 1996",27,Argentina,"Aug 14, 2022","Jun 30, 2023",midfield - Central Midfield,left,DCGLOBALSL,18000000.0,n-3437
p-59561,Dani Parejo,c-1050,"Apr 16, 1989",34,182,"Aug 12, 2020","Jun 30, 2024",midfield - Central Midfield,right,AC Talent,7000000.0,n-3375
p-188854,Manu Trigueros,c-1050,"Oct 17, 1991",31,178,"Jun 30, 2025","Nov 11, 2021",midfield - Central Midfield,right,Villarreal CF,6000000.0,n-3375
p-548111,Alex Baena,c-1050,"Jul 20, 2001",21,174,"Aug 1, 2020","Jun 30, 2028",Attack - Left Winger,right,CAA Stellar,20000000.0,n-9567
p-568157,Yeremy Pino,c-1050,"Oct 20, 2002",20,172,"Aug 1, 2020","Jun 30, 2027",Attack - Right Winger,right,CAA Stellar,38000000.0,n-3375
p-401922,Samuel Chukwueze,c-1050,"May 22, 1999",24,172,"Nov 1, 2018","Jun 30, 2024",Attack - Right Winger,left,10Management,20000000.0,n-3444
p-177467,Gerard Moreno,c-1050,"Apr 7, 1992",31,180,"Jul 1, 2018","Jun 30, 2027",Attack - Centre-Forward,left,YOU FIRST,30000000.0,n-3375
p-776890,Nicolas Jackson,c-1050,"Jun 20, 2001",21,Senegal,"Jul 1, 2022","Jun 30, 2026",Attack - Centre-Forward,right,Epic Sports,15000000.0,n-3499
p-252677,Jose Luis Morales,c-1050,"Jul 23, 1987",35,180,"Jul 1, 2022","Jun 30, 2024",Attack - Centre-Forward,right,ABADSPORT,4000000.0,n-3499
p-234811,Rui Silva,c-150,"Feb 7, 1994",29,191,"Jul 1, 2021","Jun 30, 2026",Goalkeeper,left,Team of Future,15000000.0,n-3300
p-335221,Dani Martin,c-150,"Jul 8, 1998",24,187,"Jul 18, 2019","Jun 30, 2024",Goalkeeper,right,Bahía Internacional,1500000.0,n-9567
p-40423,Claudio Bravo,c-150,"Apr 13, 1983",40,184,"Jun 30, 2023","Apr 5, 2022",Goalkeeper,right,Real Betis Balompié,1000000.0,n-3700
p-457931,Luiz Felipe,c-150,"Mar 22, 1997",26,187,"Jul 4, 2022","Jun 30, 2027",Defender - Centre-Back,right,AIS Football,15000000.0,n-3376
p-401624,Edgar Gonzalez,c-150,"Apr 1, 1997",26,193,"Jul 21, 2020","Jun 30, 2025",Defender - Centre-Back,right,InterStarDeporte,10000000.0,n-3376
p-113133,German Pezzella,c-150,"Jun 27, 1991",31,187,"Aug 19, 2021","Jun 30, 2025",Defender - Centre-Back,right,Guastadisegno,5000000.0,n-3437
p-62920,Victor Ruiz,c-150,"Jan 25, 1989",34,184,"Aug 31, 2020","Jun 30, 2023",Defender - Centre-Back,left,MagicPlayers,1500000.0,n-35742
p-646402,Abner,c-150,"May 27, 2000",22,181,"Jan 15, 2023","Jun 30, 2029",Defender - Left-Back,left,ADM Esporte,8000000.0,n-37018
p-341227,Juan Miranda,c-150,"Jan 19, 2000",23,185,"Jul 1, 2021","Jun 30, 2024",Defender - Left-Back,left,AC Talent,5000000.0,n-9567
p-135492,Youssouf Sabaly,c-150,"Mar 5, 1993",30,Senegal,"Jun 30, 2026","Jun 30, 2024",Defender - Right-Back,right,Real Betis Balompié,5000000.0,n-3499
p-378139,Aitor Ruibal,c-150,"Mar 22, 1996",27,176,"Jul 1, 2019","Jun 30, 2025",Defender - Right-Back,right,JV SPORTS SL,5000000.0,n-3499
p-68645,Martin Montoya,c-150,"Apr 14, 1991",32,175,"Aug 25, 2020","Jun 30, 2024",Defender - Right-Back,right,OLIMPUS ESPORT ...,1500000.0,n-3375
p-342385,Guido Rodriguez,c-150,"Apr 12, 1994",29,Argentina,"Jan 14, 2020","Jun 30, 2024",midfield - Defensive Midfield,right,Interplayers,28000000.0,n-3437
p-100131,William Carvalho,c-150,"Apr 7, 1992",31,187,"Jul 13, 2018","Jun 30, 2026",midfield - Defensive Midfield,right,PCR Sports,16000000.0,n-3300
p-429901,Paul Akouokou,c-150,"Dec 20, 1997",25,181,"Sep 10, 2020","Jun 30, 2024",midfield - Defensive Midfield,right,Promoesport,4000000.0,n-3591
p-20506,Andres Guardado,c-150,"Sep 28, 1986",36,167,"Jun 30, 2023","Mar 24, 2022",midfield - Central Midfield,left,Real Betis Balompié,1500000.0,n-6303
p-203496,Nabil Fekir,c-150,"Jul 18, 1993",29,France,"Jul 23, 2019","Jun 30, 2026",midfield - Attacking Midfield,left,Relatives,30000000.0,n-3377
p-66106,Sergio Canales,c-150,"Feb 16, 1991",32,178,"Jul 3, 2018","Jun 30, 2026",midfield - Attacking Midfield,left,Best of You,20000000.0,n-3375
p-630995,Rodri Sanchez,c-150,"May 16, 2000",23,175,"Jul 1, 2021","Jun 30, 2026",midfield - Attacking Midfield,left,Bahía Internacional,8000000.0,n-9567
p-126737,Juanmi,c-150,"May 20, 1993",30,172,"Jul 1, 2019","Jun 30, 2026",Attack - Left Winger,right,LIAN Sports Group,15000000.0,n-3375
p-800175,Luiz Henrique,c-150,"Jan 2, 2001",22,182,"Jul 1, 2022","Jun 30, 2028",Attack - Right Winger,left,AIS Football,15000000.0,n-7658
p-585700,Juan Cruz,c-2865,"Apr 25, 2000",23,180,"Jul 4, 2021","Jun 30, 2025",Attack - Right Winger,left,Promoesport,2000000.0,n-20947
p-7663,Joaquin,c-150,"Jul 21, 1981",41,181,"Aug 31, 2015","Jun 30, 2023",Attack - Right Winger,right,Juzzt Football,1500000.0,n-3375
p-246968,Ayoze Perez,c-150,"Jul 29, 1993",29,178,"Jan 31, 2023","Jun 30, 2023",Attack - Second Striker,right,BOIM FOOTBALL ...,6000000.0,n-9567
p-278359,Borja Iglesias,c-150,"Jan 17, 1993",30,187,"Aug 14, 2019","Jun 30, 2026",Attack - Centre-Forward,right,Toldra Consulting ...,25000000.0,n-3375
p-122155,Willian Jose,c-150,"Nov 23, 1991",31,189,"Jul 1, 2022","Jun 30, 2026",Attack - Centre-Forward,right,Un1que Football,7000000.0,n-3439
p-262396,Unai Simon,c-621,"Jun 11, 1997",25,190,"Jul 1, 2018","Jun 30, 2025",Goalkeeper,right,CAA Stellar,25000000.0,n-3375
p-625014,Julen Agirrezabala,c-621,"Dec 26, 2000",22,187,"Jul 1, 2022","Jun 30, 2025",Goalkeeper,left,YOU FIRST,5000000.0,n-9567
p-480958,Ander Iru,c-621,"Aug 22, 1998",24,188,"Jul 1, 2022","Jun 30, 2023",Goalkeeper,left,IDUB GLOBAL,100000.0,n-9567
p-158863,Inigo Martinez,c-621,"May 17, 1991",32,182,"Jan 30, 2018","Jun 30, 2023",Defender - Centre-Back,left,Carmelo Sánchez,18000000.0,n-3375
p-255488,Yeray Alvarez,c-621,"Jan 24, 1995",28,182,"Jun 30, 2026","Jul 18, 2019",Defender - Centre-Back,right,Athletic Bilbao,15000000.0,n-3375
p-524000,Dani Vivian,c-621,"Jul 5, 1999",23,184,"Aug 1, 2020","Jun 30, 2026",Defender - Centre-Back,right,Acción Sport,14000000.0,n-12609
p-591916,Aitor Paredes,c-621,"Apr 29, 2000",23,185,"Jul 1, 2022","Jun 30, 2025",Defender - Centre-Back,right,CAA Stellar,400000.0,n-9567
p-61812,Yuri Berchiche,c-621,"Feb 10, 1990",33,181,"Jul 2, 2018","Jun 30, 2024",Defender - Left-Back,left,Media Base Sports,2000000.0,n-9567
p-85258,Mikel Balenziaga,c-621,"Feb 29, 1988",35,177,"Jul 1, 2013","Jun 30, 2023",Defender - Left-Back,left,Football Promotions ...,500000.0,n-9567
p-255501,Inigo Lekue,c-621,"May 4, 1993",30,180,"Jun 30, 2025","Apr 23, 2023",Defender - Right-Back,right,Athletic Bilbao,3000000.0,n-3375
p-197545,Ander Capa,c-621,"Feb 8, 1992",31,175,"Jun 30, 2023","Jul 12, 2022",Defender - Right-Back,right,Athletic Bilbao,2000000.0,n-3375
p-96718,Oscar De Marcos,c-621,"Apr 14, 1989",34,182,"Jun 30, 2024","May 23, 2023",Defender - Right-Back,right,Athletic Bilbao,1800000.0,n-3375
p-300168,Mikel Vesga,c-621,"Apr 8, 1993",30,191,"Jul 1, 2016","Jun 30, 2024",midfield - Defensive Midfield,left,Football Promotions ...,5000000.0,n-3375
p-610083,Unai Vencedor,c-621,"Nov 15, 2000",22,176,"Jun 30, 2027","May 13, 2022",midfield - Central Midfield,right,Athletic Bilbao,14000000.0,n-9567
p-524010,Oier Zarraga,c-621,"Jan 4, 1999",24,175,"Jun 30, 2023","May 13, 2022",midfield - Central Midfield,right,Athletic Bilbao,3000000.0,n-9567
p-99343,Ander Herrera,c-621,"Aug 14, 1989",33,182,"Jan 31, 2023","Jun 30, 2024",midfield - Central Midfield,right,AC Talent,3000000.0,n-3375
p-178425,Dani Garcia,c-621,"May 24, 1990",33,179,"Jul 1, 2018","Jun 30, 2024",midfield - Central Midfield,right,RGFOOTBALL,2000000.0,n-3375
p-571020,Oihan Sancet,c-621,"Apr 25, 2000",23,188,"Jun 30, 2032","Apr 1, 2023",midfield - Attacking Midfield,right,Athletic Bilbao,30000000.0,n-9567
p-54235,Iker Muniain,c-621,"Dec 19, 1992",30,169,"Jul 1, 2009","Jun 30, 2024",midfield - Attacking Midfield,right,Jesus Medina Martin,10000000.0,n-3375
p-338425,Alex Berenguer,c-621,"Jul 4, 1995",27,175,"Oct 2, 2020","Jun 30, 2024",Attack - Left Winger,right,YOU FIRST,15000000.0,n-3375
p-455349,Jon Morcillo,c-621,"Sep 15, 1998",24,183,"Aug 1, 2020","Jun 30, 2024",Attack - Left Winger,left,Football Promotions ...,3000000.0,n-3375
p-709187,Nico Williams,c-621,"Jul 12, 2002",20,181,"Jun 30, 2024","Jan 21, 2022",Attack - Right Winger,right,Athletic Bilbao,25000000.0,n-3375
p-255508,Inaki Williams,c-621,"Jun 15, 1994",28,186,"Jun 30, 2028","Aug 12, 2019",Attack - Centre-Forward,right,Athletic Bilbao,25000000.0,n-3441
p-34601,Raul Garcia,c-621,"Jul 11, 1986",36,184,"Aug 30, 2015","Jun 30, 2023",Attack - Centre-Forward,right,Bahía Internacional,2500000.0,n-3375
p-340205,Gorka Guruzeta,c-621,"Sep 12, 1996",26,188,"Jul 3, 2022","Jun 30, 2024",Attack - Centre-Forward,right,YOU FIRST,2000000.0,n-3375
p-502676,Giorgi Mamardashvili,c-1049,"Sep 29, 2000",22,197,"Jan 1, 2022","Jun 30, 2027",Goalkeeper,left,Free Football,25000000.0,n-3669
p-227805,Jaume Domenech,c-1049,"Nov 5, 1990",32,185,"Jul 1, 2015","Jun 30, 2025",Goalkeeper,right,Wasserman,1500000.0,n-3669
p-71570,Iago Herrerin,c-1049,"Jan 25, 1988",35,187,"Jun 30, 2023",,Goalkeeper,right,Valencia CF,500000.0,n-3669
p-398131,Cristian Rivero,c-1049,"Mar 21, 1998",25,188,"Aug 1, 2020","Jun 30, 2024",Goalkeeper,right,INTEGRAL ADVISING ...,200000.0,n-3669
p-346289,Mouctar Diakhaby,c-1049,"Dec 19, 1996",26,Guinea,"Jul 1, 2018","Jun 30, 2027",Defender - Centre-Back,right,VV Consulting,8000000.0,n-3856
p-298583,Eray Comert,c-1049,"Feb 4, 1998",25,183,"Jan 25, 2022","Jun 30, 2026",Defender - Centre-Back,right,Libera Sports,4000000.0,n-3384
