player_id,season_id,origin_club_id,destination_club_id,market_value,fee
p-423435,2022.0,c-11986,c-12361,,
p-423435,2020.0,c-11245,c-11986,50000.0,
p-423435,2019.0,c-3679,c-11245,50000.0,
p-423435,2018.0,c-31506,c-3679,,
p-423435,2016.0,c-21609,c-31506,,
p-355627,2021.0,c-2464,c-3302,5000000.0,3500000.0
p-355627,2021.0,c-3302,c-2464,5000000.0,
p-355627,2020.0,c-2464,c-3302,300000.0,
p-355627,2019.0,c-367,c-2464,300000.0,300000.0
p-355627,2017.0,c-15080,c-367,,
p-355627,2015.0,c-20201,c-15080,,
p-355627,2013.0,c-14738,c-20201,,
p-423443,2020.0,c-1049,c-3302,5000000.0,
p-423443,2020.0,c-3329,c-1049,4500000.0,
p-423443,2019.0,c-1049,c-3329,1000000.0,
p-423443,2019.0,c-6182,c-1049,1000000.0,
p-423443,2017.0,c-10200,c-6182,,
p-423443,2016.0,c-16200,c-10200,,
p-710000,2023.0,c-11986,c-92878,50000.0,
p-710000,2022.0,c-6767,c-11986,50000.0,
p-710000,2022.0,c-11986,c-6767,50000.0,
p-710000,2021.0,c-6767,c-11986,50000.0,
p-710000,2021.0,c-28870,c-6767,,
p-710000,2020.0,c-39822,c-28870,,
p-710000,2019.0,c-13711,c-39822,,
p-710000,2018.0,c-70321,c-13711,,
p-341272,2022.0,c-368,c-3302,4000000.0,3000000.0
p-341272,2022.0,c-3302,c-368,4000000.0,
p-341272,2021.0,c-368,c-3302,4000000.0,
p-341272,2021.0,c-1533,c-368,4000000.0,
p-341272,2020.0,c-368,c-1533,4500000.0,
p-341272,2020.0,c-237,c-368,4500000.0,
p-341272,2020.0,c-368,c-237,5000000.0,
p-341272,2019.0,c-16795,c-368,2500000.0,
p-341272,2018.0,c-368,c-16795,2000000.0,
p-341272,2018.0,c-8519,c-368,2000000.0,
p-341272,2016.0,c-28867,c-8519,,
p-341272,2015.0,c-102209,c-28867,,
p-341272,2014.0,c-36759,c-102209,,
p-341272,2013.0,c-14685,c-36759,,
p-374081,2022.0,c-3302,c-648,700000.0,
p-374081,2020.0,c-630,c-3302,900000.0,
p-374081,2018.0,c-331,c-630,600000.0,
p-374081,2018.0,c-6182,c-331,600000.0,
p-374081,2018.0,c-331,c-6182,600000.0,
p-374081,2017.0,c-8516,c-331,600000.0,
p-374081,2015.0,c-28861,c-8516,,
p-657430,2021.0,c-1075,c-3302,5000000.0,5250000.0
p-657430,2021.0,c-3302,c-1075,5000000.0,
p-657430,2020.0,c-1075,c-3302,,
p-657430,2020.0,c-68077,c-1075,,
p-657430,2019.0,c-12964,c-68077,,
p-657430,2017.0,c-48758,c-12964,,
p-657430,2016.0,c-61507,c-48758,,
p-657430,2015.0,c-70608,c-61507,,
p-657430,2013.0,c-94722,c-70608,,
p-89731,2022.0,c-142,c-3302,800000.0,600000.0
p-89731,2017.0,c-13222,c-142,600000.0,
p-89731,2015.0,c-11422,c-13222,,
p-89731,2014.0,c-6688,c-11422,,
p-89731,2011.0,c-6665,c-6688,,
p-89731,2010.0,c-28860,c-6665,,
p-89731,2009.0,c-107198,c-28860,,
p-89731,2008.0,c-14733,c-107198,,
p-457221,2020.0,c-1029,c-3302,6500000.0,6400000.0
p-457221,2017.0,c-14842,c-1029,100000.0,
p-457221,2015.0,c-15113,c-14842,,
p-536030,2021.0,c-9251,c-3302,900000.0,
p-536030,2019.0,c-5242,c-9251,,
p-536030,2017.0,c-14737,c-5242,,
p-654177,2023.0,c-11986,c-70060,150000.0,
p-654177,2021.0,c-12124,c-11986,150000.0,
p-654177,2021.0,c-6933,c-12124,150000.0,
p-654177,2018.0,c-75,c-6933,,
p-635332,2023.0,c-3302,c-5650,100000.0,
p-635332,2023.0,c-16486,c-3302,100000.0,
p-635332,2022.0,c-3302,c-16486,100000.0,
p-635332,2021.0,c-11986,c-3302,,
p-635332,2019.0,c-28873,c-11986,,
p-518644,2020.0,c-9251,c-3302,450000.0,
p-518644,2019.0,c-5242,c-9251,,
p-518644,2017.0,c-37567,c-5242,,
p-518644,2013.0,c-25005,c-37567,,
p-138803,2021.0,c-3709,c-3302,1200000.0,
p-138803,2017.0,c-150,c-3709,1500000.0,1500000.0
p-138803,2017.0,c-3709,c-150,1500000.0,
p-138803,2016.0,c-150,c-3709,1500000.0,
p-138803,2015.0,c-1084,c-150,1500000.0,1000000.0
p-138803,2015.0,c-150,c-1084,1500000.0,
p-138803,2015.0,c-1084,c-150,2500000.0,
p-138803,2010.0,c-5649,c-1084,,
p-138803,2008.0,c-12318,c-5649,,
p-208116,2022.0,c-3302,c-1536,800000.0,
p-208116,2021.0,c-4032,c-3302,500000.0,
p-208116,2020.0,c-2296,c-4032,800000.0,
p-208116,2019.0,c-8519,c-2296,500000.0,
p-208116,2013.0,c-28867,c-8519,,
p-208116,2012.0,c-14685,c-28867,,
p-85500,2023.0,c-993,c-5358,300000.0,
p-85500,2023.0,c-5358,c-993,300000.0,
p-85500,2022.0,c-3302,c-5358,300000.0,
p-85500,2020.0,c-331,c-3302,650000.0,450000.0
p-85500,2020.0,c-367,c-331,650000.0,
p-85500,2020.0,c-331,c-367,800000.0,
p-85500,2018.0,c-648,c-331,500000.0,850000.0
p-85500,2017.0,c-366,c-648,800000.0,
p-85500,2015.0,c-2687,c-366,400000.0,
p-85500,2012.0,c-2867,c-2687,600000.0,
p-85500,2010.0,c-11988,c-2867,,
p-85500,2010.0,c-21548,c-11988,,
p-85500,2009.0,c-11988,c-21548,,
p-85500,2007.0,c-14747,c-11988,,
p-628473,2021.0,c-3679,c-11986,100000.0,
p-628473,2021.0,c-31506,c-3679,100000.0,
p-628473,2019.0,c-21609,c-31506,,
p-628473,2018.0,c-25264,c-21609,,
p-337715,2022.0,c-3302,c-681,18000000.0,20000000.0
p-337715,2020.0,c-669,c-3302,6000000.0,9000000.0
p-337715,2020.0,c-12,c-669,2500000.0,2000000.0
p-337715,2020.0,c-669,c-12,2500000.0,
p-337715,2019.0,c-12,c-669,1400000.0,
p-337715,2019.0,c-839,c-12,1400000.0,100000.0
p-337715,2019.0,c-12,c-839,1800000.0,
p-337715,2018.0,c-124,c-12,1800000.0,
p-337715,2018.0,c-12,c-124,1800000.0,
p-337715,2018.0,c-132,c-12,1800000.0,
p-337715,2018.0,c-12,c-132,1800000.0,
p-337715,2018.0,c-416,c-12,1800000.0,
p-337715,2017.0,c-12,c-416,2000000.0,
p-337715,2017.0,c-1025,c-12,2000000.0,
p-337715,2016.0,c-12,c-1025,2500000.0,
p-337715,2016.0,c-3522,c-12,2500000.0,
p-337715,2016.0,c-12,c-3522,2500000.0,2500000.0
p-337715,2015.0,c-14893,c-12,400000.0,
p-337715,2014.0,c-29465,c-14893,,
p-337715,2013.0,c-45885,c-29465,,250000.0
p-157036,2021.0,c-1320,c-3302,1800000.0,
p-157036,2021.0,c-3329,c-1320,2500000.0,
p-157036,2020.0,c-1320,c-3329,3000000.0,
p-157036,2020.0,c-294,c-1320,3000000.0,
p-157036,2020.0,c-1320,c-294,4000000.0,
p-157036,2019.0,c-1075,c-1320,12000000.0,5400000.0
p-157036,2017.0,c-1301,c-1075,1000000.0,296000.0
p-157036,2014.0,c-7378,c-1301,300000.0,
p-157036,2013.0,c-7179,c-7378,250000.0,
p-157036,2012.0,c-9539,c-7179,150000.0,
p-157036,2011.0,c-3345,c-9539,,
p-157036,2010.0,c-27214,c-3345,,
p-157036,2010.0,c-12009,c-27214,,
p-157036,2009.0,c-15561,c-12009,,
p-157036,2007.0,c-14807,c-15561,,
p-157036,2007.0,c-14880,c-14807,,
p-341270,2021.0,c-8494,c-11986,150000.0,
p-341270,2021.0,c-18669,c-8494,150000.0,
p-341270,2020.0,c-8494,c-18669,50000.0,
p-341270,2019.0,c-10773,c-8494,50000.0,
p-341270,2019.0,c-16196,c-10773,50000.0,
p-341270,2019.0,c-10773,c-16196,,
p-341270,2019.0,c-60398,c-10773,,
p-341270,2018.0,c-10773,c-60398,,
p-341270,2018.0,c-9478,c-10773,,
p-341270,2016.0,c-58956,c-9478,,
p-341270,2015.0,c-14737,c-58956,,
p-635357,2023.0,c-12181,c-24445,50000.0,
p-635357,2022.0,c-11986,c-12181,,
p-635357,2020.0,c-28873,c-11986,,
p-635357,2019.0,c-44204,c-28873,,
p-44062,2020.0,c-13,c-336,800000.0,
p-44062,2018.0,c-150,c-13,5000000.0,1500000.0
p-44062,2014.0,c-1390,c-150,1500000.0,
p-44062,2013.0,c-515,c-1390,1500000.0,
p-44062,2013.0,c-418,c-515,2000000.0,
p-44062,2009.0,c-6767,c-418,200000.0,
p-44062,2006.0,c-2868,c-6767,,
p-44062,2005.0,c-28870,c-2868,,
p-44062,2004.0,c-13711,c-28870,,
p-44062,2002.0,c-70321,c-13711,,
p-303248,2022.0,c-34148,c-11245,150000.0,
p-303248,2022.0,c-29095,c-34148,150000.0,
p-303248,2021.0,c-7052,c-29095,150000.0,
p-303248,2020.0,c-1536,c-7052,150000.0,
p-303248,2019.0,c-11603,c-1536,150000.0,
p-303248,2018.0,c-2865,c-11603,250000.0,
p-303248,2017.0,c-21322,c-2865,250000.0,
p-303248,2016.0,c-2865,c-21322,,
p-303248,2014.0,c-40422,c-2865,,
p-71801,2021.0,c-24420,c-123,100000.0,
p-71801,2020.0,c-515,c-24420,100000.0,
p-71801,2020.0,c-897,c-515,100000.0,
p-71801,2018.0,c-150,c-897,200000.0,
p-71801,2014.0,c-11596,c-150,600000.0,
p-71801,2013.0,c-367,c-11596,400000.0,
p-71801,2009.0,c-10907,c-367,,
p-71801,2004.0,c-8733,c-10907,,
p-71801,2001.0,c-15509,c-8733,,
p-566666,2022.0,c-2865,c-8384,100000.0,
p-566666,2018.0,c-40422,c-2865,,
p-566666,2017.0,c-75,c-40422,,
p-99922,2022.0,c-150,c-449,6000000.0,1250000.0
p-99922,2018.0,c-16,c-150,15000000.0,10500000.0
p-99922,2016.0,c-131,c-16,8000000.0,8000000.0
p-99922,2012.0,c-2464,c-131,2500000.0,
p-99922,2009.0,c-2470,c-2464,,
p-99922,2008.0,c-39813,c-2470,,
p-99922,2007.0,c-14321,c-39813,,
p-99922,2006.0,c-70295,c-14321,,
p-99922,2002.0,c-14737,c-70295,,
p-80293,2021.0,c-150,c-1050,8000000.0,
p-80293,2016.0,c-1421,c-150,4500000.0,2800000.0
p-80293,2011.0,c-11204,c-1421,,
p-80293,2009.0,c-12774,c-11204,,
p-85289,2022.0,c-1245,c-15817,1000000.0,
p-85289,2020.0,c-367,c-1245,1600000.0,1000000.0
p-85289,2020.0,c-1245,c-367,1600000.0,
p-85289,2019.0,c-367,c-1245,3000000.0,
p-85289,2018.0,c-2288,c-367,5000000.0,1000000.0
p-85289,2018.0,c-150,c-2288,5000000.0,
p-85289,2017.0,c-2288,c-150,2500000.0,
p-85289,2013.0,c-714,c-2288,3000000.0,2900000.0
p-85289,2013.0,c-367,c-714,3000000.0,
p-85289,2012.0,c-714,c-367,2000000.0,
p-85289,2010.0,c-10773,c-714,,
p-85289,2009.0,c-9478,c-10773,,
p-129386,2023.0,c-366,c-11282,1800000.0,
p-129386,2022.0,c-336,c-366,2500000.0,
p-129386,2020.0,c-150,c-336,4000000.0,4200000.0
p-129386,2017.0,c-1108,c-150,3000000.0,2500000.0
p-129386,2016.0,c-3368,c-1108,1500000.0,
p-129386,2015.0,c-130,c-3368,600000.0,
p-129386,2015.0,c-458,c-130,500000.0,
p-129386,2014.0,c-130,c-458,700000.0,
p-129386,2014.0,c-1387,c-130,700000.0,
p-129386,2013.0,c-130,c-1387,800000.0,
p-129386,2013.0,c-6371,c-130,800000.0,350000.0
p-129386,2012.0,c-10773,c-6371,,
p-129386,2011.0,c-21548,c-10773,,
p-129386,2010.0,c-19301,c-21548,,
p-129386,2010.0,c-1881,c-19301,,
p-129386,2009.0,c-20808,c-1881,,
p-129386,2008.0,c-12896,c-20808,,
p-129386,2007.0,c-9669,c-12896,,
p-148004,2023.0,c-2832,c-4171,1400000.0,
p-148004,2019.0,c-150,c-2832,1250000.0,
p-148004,2019.0,c-1091,c-150,1250000.0,
p-148004,2018.0,c-150,c-1091,1500000.0,
p-148004,2018.0,c-4171,c-150,1500000.0,
p-148004,2018.0,c-150,c-4171,1000000.0,
p-148004,2017.0,c-301,c-150,1800000.0,100000.0
p-148004,2014.0,c-29831,c-301,600000.0,1000000.0
p-148004,2012.0,c-31304,c-29831,300000.0,400000.0
p-148004,2011.0,c-9819,c-31304,250000.0,
p-148004,2011.0,c-10442,c-9819,250000.0,
p-148004,2010.0,c-9819,c-10442,,
p-148004,2009.0,c-58202,c-9819,,
p-135208,2023.0,c-648,c-398,500000.0,
p-135208,2023.0,c-398,c-648,500000.0,
p-135208,2023.0,c-1244,c-398,500000.0,
p-135208,2022.0,c-398,c-1244,500000.0,
p-135208,2022.0,c-468,c-398,500000.0,
p-135208,2022.0,c-398,c-468,600000.0,
p-135208,2021.0,c-380,c-398,700000.0,
p-135208,2021.0,c-398,c-380,900000.0,
p-135208,2020.0,c-417,c-398,2000000.0,
p-135208,2020.0,c-398,c-417,2500000.0,
p-135208,2018.0,c-150,c-398,5000000.0,7500000.0
p-135208,2016.0,c-206,c-150,1500000.0,2000000.0
p-135208,2013.0,c-8815,c-206,,
p-135208,2011.0,c-19982,c-8815,,
p-374139,2021.0,c-131,c-399,8000000.0,15000000.0
p-374139,2019.0,c-150,c-131,25000000.0,20000000.0
p-374139,2018.0,c-2865,c-150,100000.0,
p-374139,2015.0,c-40422,c-2865,,
p-374139,2014.0,c-72087,c-40422,,
p-374139,2013.0,c-70832,c-72087,,
p-374139,2012.0,c-21336,c-70832,,
p-521329,2022.0,c-12567,c-16196,250000.0,
p-521329,2021.0,c-12361,c-12567,250000.0,
p-521329,2019.0,c-2865,c-12361,200000.0,
p-521329,2019.0,c-630,c-2865,200000.0,
p-521329,2019.0,c-2865,c-630,200000.0,
p-521329,2019.0,c-1531,c-2865,200000.0,
p-521329,2018.0,c-2865,c-1531,200000.0,
p-521329,2018.0,c-1531,c-2865,200000.0,
p-521329,2018.0,c-2865,c-1531,200000.0,
p-521329,2016.0,c-40422,c-2865,,
p-521329,2015.0,c-14743,c-40422,,
p-32522,2022.0,c-1531,c-123,600000.0,
p-32522,2020.0,c-150,c-1531,1600000.0,
p-32522,2018.0,c-641,c-150,2500000.0,1000000.0
p-32522,2018.0,c-150,c-641,2500000.0,
p-32522,2017.0,c-641,c-150,3000000.0,
p-32522,2016.0,c-1049,c-641,4000000.0,2700000.0
p-32522,2011.0,c-366,c-1049,600000.0,1500000.0
p-32522,2009.0,c-515,c-366,1000000.0,
p-32522,2009.0,c-897,c-515,1000000.0,
p-32522,2006.0,c-31,c-897,250000.0,2500000.0
p-32522,2005.0,c-8519,c-31,,
p-32522,2004.0,c-28867,c-8519,,
p-351746,2022.0,c-999,c-11245,150000.0,
p-351746,2021.0,c-1108,c-999,300000.0,
p-351746,2021.0,c-999,c-1108,300000.0,
p-351746,2020.0,c-1108,c-999,400000.0,
p-351746,2019.0,c-750,c-1108,500000.0,
p-351746,2018.0,c-1108,c-750,500000.0,
p-351746,2018.0,c-150,c-1108,500000.0,
p-351746,2016.0,c-2865,c-150,,
p-351746,2014.0,c-40422,c-2865,,
p-378139,2020.0,c-1244,c-150,950000.0,
p-378139,2019.0,c-150,c-1244,1500000.0,
p-378139,2019.0,c-2865,c-150,1500000.0,
p-378139,2019.0,c-13702,c-2865,1500000.0,
p-378139,2018.0,c-2865,c-13702,300000.0,
p-378139,2018.0,c-7077,c-2865,300000.0,
p-378139,2018.0,c-2865,c-7077,300000.0,
p-378139,2016.0,c-9477,c-2865,,20000.0
p-378139,2015.0,c-70373,c-9477,,
p-378139,2013.0,c-63950,c-70373,,
p-36350,2022.0,c-2503,c-123,300000.0,
p-36350,2020.0,c-150,c-2503,1600000.0,
p-36350,2017.0,c-964,c-150,7000000.0,1500000.0
p-36350,2014.0,c-281,c-964,12000000.0,16800000.0
p-36350,2012.0,c-294,c-281,15000000.0,20200000.0
p-36350,2009.0,c-418,c-294,4000000.0,7000000.0
p-36350,2008.0,c-331,c-418,5000000.0,4000000.0
p-36350,2007.0,c-6767,c-331,2000000.0,2500000.0
p-36350,2005.0,c-28870,c-6767,,
p-36350,2003.0,c-39822,c-28870,,
p-36350,2002.0,c-13711,c-39822,,
p-36350,2001.0,c-70321,c-13711,,
p-263843,2022.0,c-648,c-759,400000.0,
p-263843,2021.0,c-2497,c-648,600000.0,
p-263843,2020.0,c-648,c-2497,650000.0,
p-263843,2019.0,c-683,c-648,800000.0,
p-263843,2019.0,c-897,c-683,800000.0,
p-263843,2019.0,c-683,c-897,1000000.0,
p-263843,2018.0,c-1050,c-683,1000000.0,
p-263843,2018.0,c-2464,c-1050,1000000.0,
p-263843,2018.0,c-1050,c-2464,1000000.0,
p-263843,2018.0,c-150,c-1050,1000000.0,
p-263843,2016.0,c-1050,c-150,4000000.0,
p-263843,2015.0,c-11972,c-1050,,
p-263843,2013.0,c-12853,c-11972,,
p-263843,2012.0,c-28868,c-12853,,
p-350219,2022.0,c-6195,c-583,55000000.0,23000000.0
p-350219,2018.0,c-150,c-6195,20000000.0,30000000.0
p-350219,2017.0,c-1531,c-150,500000.0,
p-350219,2017.0,c-150,c-1531,500000.0,
p-350219,2016.0,c-2865,c-150,500000.0,
p-350219,2014.0,c-40422,c-2865,,
p-263856,2023.0,c-150,c-2497,1000000.0,
p-263856,2020.0,c-1108,c-150,4000000.0,
p-263856,2020.0,c-150,c-1108,5000000.0,
p-263856,2020.0,c-873,c-150,5000000.0,
p-263856,2019.0,c-150,c-873,10000000.0,
p-263856,2019.0,c-603,c-150,10000000.0,1500000.0
p-263856,2018.0,c-150,c-603,6000000.0,
p-263856,2017.0,c-3368,c-150,5000000.0,
p-263856,2017.0,c-1108,c-3368,5000000.0,7000000.0
p-263856,2016.0,c-3368,c-1108,3000000.0,
p-263856,2014.0,c-11516,c-3368,,
p-263856,2013.0,c-12798,c-11516,,350000.0
p-263856,2012.0,c-34465,c-12798,,
p-263856,2011.0,c-16200,c-34465,,
p-20506,2017.0,c-383,c-150,6000000.0,2500000.0
p-20506,2015.0,c-1049,c-383,7500000.0,2800000.0
p-20506,2015.0,c-383,c-1049,7000000.0,
p-20506,2014.0,c-1049,c-383,6000000.0,
p-20506,2014.0,c-15,c-1049,6000000.0,
p-20506,2014.0,c-1049,c-15,6000000.0,
p-20506,2012.0,c-897,c-1049,5000000.0,1000000.0
p-20506,2007.0,c-8590,c-897,600000.0,
p-20506,2005.0,c-23166,c-8590,,7000000.0
p-391346,2021.0,c-12351,c-171,100000.0,
p-391346,2021.0,c-8510,c-12351,100000.0,
p-391346,2020.0,c-2865,c-8510,200000.0,
p-391346,2020.0,c-2923,c-2865,200000.0,
p-391346,2019.0,c-2865,c-2923,250000.0,
p-391346,2019.0,c-7077,c-2865,250000.0,
p-391346,2018.0,c-2865,c-7077,300000.0,
p-391346,2015.0,c-40422,c-2865,,
p-77826,2022.0,c-618,c-18487,2000000.0,
p-77826,2019.0,c-150,c-618,6000000.0,3500000.0
p-77826,2019.0,c-940,c-150,6000000.0,
p-77826,2019.0,c-150,c-940,6000000.0,
p-77826,2017.0,c-969,c-150,10000000.0,7000000.0
p-77826,2015.0,c-595,c-969,3000000.0,1700000.0
p-77826,2013.0,c-750,c-595,4500000.0,1000000.0
p-77826,2008.0,c-10825,c-750,,
p-77826,2006.0,c-10826,c-10825,,
p-141834,2023.0,c-51828,c-27221,3000000.0,
p-141834,2022.0,c-515,c-51828,5000000.0,
p-141834,2022.0,c-150,c-515,5000000.0,
p-141834,2017.0,c-131,c-150,8000000.0,4000000.0
p-141834,2017.0,c-430,c-131,8000000.0,
p-141834,2016.0,c-131,c-430,10000000.0,
p-141834,2016.0,c-430,c-131,9000000.0,500000.0
p-141834,2016.0,c-131,c-430,11000000.0,
p-141834,2016.0,c-720,c-131,11000000.0,
p-141834,2014.0,c-131,c-720,9000000.0,
p-141834,2012.0,c-2464,c-131,5000000.0,
p-141834,2010.0,c-9478,c-2464,,3000000.0
p-141834,2008.0,c-58956,c-9478,,
p-141834,2007.0,c-14321,c-58956,,
p-141834,2006.0,c-70295,c-14321,,
p-131248,2022.0,c-2407,c-4941,2500000.0,
p-131248,2021.0,c-4941,c-2407,2000000.0,
p-131248,2020.0,c-8970,c-4941,2000000.0,2000000.0
p-131248,2020.0,c-4941,c-8970,2000000.0,
p-131248,2019.0,c-8970,c-4941,2500000.0,
p-131248,2018.0,c-11,c-8970,3000000.0,1500000.0
p-131248,2018.0,c-150,c-11,3000000.0,
p-131248,2017.0,c-11,c-150,6000000.0,
p-131248,2017.0,c-336,c-11,6000000.0,
p-131248,2016.0,c-11,c-336,8000000.0,
p-131248,2015.0,c-1050,c-11,6000000.0,
p-131248,2015.0,c-11,c-1050,6000000.0,
p-131248,2014.0,c-683,c-11,5000000.0,1000000.0
p-131248,2013.0,c-11,c-683,2500000.0,
p-131248,2013.0,c-150,c-11,2500000.0,
p-131248,2012.0,c-11,c-150,1500000.0,
p-131248,2012.0,c-1158,c-11,1500000.0,
p-131248,2011.0,c-11,c-1158,750000.0,
p-131248,2011.0,c-4720,c-11,,
p-131248,2011.0,c-9807,c-4720,,1000000.0
p-131248,2011.0,c-4720,c-9807,,
p-131248,2010.0,c-22747,c-4720,,
p-7663,2023.0,c-150,c-123,1500000.0,
p-7663,2015.0,c-430,c-150,1000000.0,1500000.0
p-7663,2013.0,c-1084,c-430,3000000.0,1800000.0
p-7663,2011.0,c-1049,c-1084,10000000.0,4200000.0
p-7663,2006.0,c-150,c-1049,22000000.0,25000000.0
p-7663,2000.0,c-2865,c-150,,
p-7663,1999.0,c-40422,c-2865,,
p-234523,2021.0,c-150,c-416,6500000.0,6500000.0
p-234523,2020.0,c-252,c-150,6500000.0,
p-234523,2019.0,c-150,c-252,7000000.0,
p-234523,2016.0,c-12,c-150,7500000.0,550000.0
p-234523,2016.0,c-2448,c-12,7500000.0,7500000.0
p-234523,2015.0,c-12,c-2448,3500000.0,
p-234523,2014.0,c-6574,c-12,4500000.0,
p-234523,2014.0,c-2464,c-6574,600000.0,6200000.0
p-234523,2013.0,c-2470,c-2464,,5700000.0
p-234523,2012.0,c-14321,c-2470,,
p-234523,2011.0,c-70295,c-14321,,
p-354741,2023.0,c-472,c-150,2500000.0,
p-354741,2023.0,c-150,c-472,2500000.0,
p-354741,2022.0,c-714,c-150,4000000.0,
p-354741,2021.0,c-150,c-714,9000000.0,
p-354741,2018.0,c-2865,c-150,400000.0,
p-354741,2015.0,c-12361,c-2865,,
p-354741,2015.0,c-38173,c-12361,,
p-354741,2014.0,c-12361,c-38173,,
p-354741,2013.0,c-24445,c-12361,,
p-354741,2012.0,c-12361,c-24445,,
p-354741,2012.0,c-21352,c-12361,,
p-145769,2021.0,c-3368,c-366,1200000.0,
p-145769,2019.0,c-150,c-3368,3000000.0,4000000.0
p-145769,2017.0,c-331,c-150,3500000.0,3500000.0
p-145769,2016.0,c-1531,c-331,1500000.0,1700000.0
p-145769,2015.0,c-12317,c-1531,400000.0,
p-145769,2015.0,c-26132,c-12317,300000.0,
p-145769,2014.0,c-12317,c-26132,,
p-145769,2013.0,c-171,c-12317,100000.0,
p-145769,2013.0,c-12317,c-171,,
p-145769,2013.0,c-13225,c-12317,,50000.0
p-145769,2011.0,c-2865,c-13225,,
p-145769,2009.0,c-14789,c-2865,,
p-145769,2008.0,c-40422,c-14789,,
p-25316,2022.0,c-7077,c-1084,100000.0,
p-25316,2020.0,c-472,c-7077,100000.0,
p-25316,2018.0,c-150,c-472,500000.0,
p-25316,2017.0,c-36628,c-150,900000.0,
p-25316,2017.0,c-150,c-36628,1000000.0,
p-25316,2010.0,c-897,c-150,1800000.0,1700000.0
p-25316,2010.0,c-367,c-897,1800000.0,
p-25316,2009.0,c-897,c-367,1800000.0,
p-25316,2009.0,c-5358,c-897,1000000.0,
p-25316,2008.0,c-897,c-5358,1600000.0,
p-25316,2007.0,c-5648,c-897,1500000.0,
p-25316,2006.0,c-897,c-5648,1500000.0,
p-25316,2006.0,c-630,c-897,1500000.0,
p-25316,2006.0,c-897,c-630,1500000.0,
p-25316,2005.0,c-1532,c-897,300000.0,
p-25316,2004.0,c-897,c-1532,,
p-25316,2004.0,c-472,c-897,,
p-25316,2001.0,c-11610,c-472,,
p-25316,2000.0,c-40495,c-11610,,
p-213595,2023.0,c-1244,c-366,1200000.0,
p-213595,2023.0,c-366,c-1244,1200000.0,
p-213595,2022.0,c-142,c-366,1500000.0,
p-213595,2020.0,c-150,c-142,550000.0,
p-213595,2020.0,c-472,c-150,550000.0,
p-213595,2019.0,c-150,c-472,700000.0,
p-213595,2019.0,c-3302,c-150,700000.0,
p-213595,2018.0,c-150,c-3302,500000.0,
p-213595,2018.0,c-993,c-150,500000.0,
p-213595,2018.0,c-150,c-993,200000.0,
p-213595,2017.0,c-2865,c-150,200000.0,
p-213595,2016.0,c-6767,c-2865,,300000.0
p-213595,2015.0,c-2868,c-6767,,
p-213595,2014.0,c-28870,c-2868,,
p-213595,2013.0,c-39822,c-28870,,
p-213595,2012.0,c-10090,c-39822,,
p-101118,2022.0,c-150,c-399,1500000.0,
p-101118,2018.0,c-29,c-150,3500000.0,
p-101118,2013.0,c-13,c-29,3000000.0,4000000.0
p-101118,2013.0,c-1071,c-13,2000000.0,
p-101118,2013.0,c-13,c-1071,2000000.0,
p-101118,2012.0,c-367,c-13,2000000.0,
p-101118,2012.0,c-13,c-367,2000000.0,
p-101118,2010.0,c-3679,c-13,,
p-101118,2009.0,c-12666,c-3679,,
p-101118,2007.0,c-21121,c-12666,,100000.0
p-335221,2022.0,c-1084,c-150,2000000.0,
p-335221,2021.0,c-150,c-1084,3000000.0,
p-335221,2019.0,c-2448,c-150,600000.0,5000000.0
p-335221,2018.0,c-12331,c-2448,300000.0,
p-335221,2016.0,c-16157,c-12331,,
p-251877,2021.0,c-2865,c-993,100000.0,
p-251877,2018.0,c-3679,c-2865,100000.0,
p-251877,2015.0,c-31506,c-3679,,
p-251877,2014.0,c-21609,c-31506,,
p-27374,2022.0,c-3197,c-472,2000000.0,
p-27374,2022.0,c-609,c-3197,2000000.0,
p-27374,2022.0,c-150,c-609,2000000.0,
p-27374,2018.0,c-897,c-150,4000000.0,4500000.0
p-27374,2015.0,c-294,c-897,3000000.0,6500000.0
p-27374,2015.0,c-897,c-294,2000000.0,
p-27374,2014.0,c-294,c-897,1500000.0,
p-27374,2014.0,c-714,c-294,1500000.0,
p-27374,2013.0,c-294,c-714,2000000.0,
p-27374,2012.0,c-114,c-294,2500000.0,
p-27374,2011.0,c-294,c-114,4000000.0,
p-27374,2008.0,c-6600,c-294,1500000.0,200000.0
p-27374,2007.0,c-15466,c-6600,,7000000.0
p-401624,2021.0,c-2497,c-150,1200000.0,
p-401624,2020.0,c-150,c-2497,800000.0,
p-401624,2020.0,c-2865,c-150,800000.0,
p-401624,2018.0,c-10773,c-2865,300000.0,
p-401624,2018.0,c-16196,c-10773,300000.0,
p-401624,2017.0,c-10773,c-16196,150000.0,
p-401624,2017.0,c-16196,c-10773,150000.0,
p-401624,2016.0,c-10773,c-16196,,
p-401624,2016.0,c-9478,c-10773,,
p-401624,2015.0,c-70373,c-9478,,
p-401624,2014.0,c-44771,c-70373,,
p-630989,2022.0,c-993,c-2865,50000.0,
p-630989,2021.0,c-2865,c-993,50000.0,
p-630989,2021.0,c-12834,c-2865,50000.0,
p-630989,2020.0,c-2865,c-12834,,
p-630989,2020.0,c-40422,c-2865,,
p-356197,2020.0,c-150,c-1050,9500000.0,
p-356197,2019.0,c-1050,c-150,22000000.0,
p-356197,2018.0,c-1108,c-1050,5000000.0,
p-356197,2017.0,c-1050,c-1108,1000000.0,
