id,name,birth_date,age,height,current_club_id,club_joined,contract_expires,birth_place,citizenship,position,national_id,current_value,agent,foot,shirt_number
p-582353,Mattia Zanotti,2003-01-11 00:00:00,20.0,,c-46,2022-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-21100,350000.0,RDF Football,right,
p-156617,Marcelo Brozovic,1992-11-16 00:00:00,30.0,181.0,c-46,2016-07-01 00:00:00,2026-06-30 00:00:00,,,midfield - Defensive Midfield,n-3556,28000000.0,Epic Team,both,
p-543771,Kristjan Asllani,2002-03-09 00:00:00,21.0,,c-46,2022-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Defensive Midfield,n-3561,12000000.0,BE Sport Management,right,
p-255942,Nicolo Barella,1997-02-07 00:00:00,26.0,,c-46,2026-06-30 00:00:00,2021-11-05 00:00:00,,,midfield - Central Midfield,n-3376,70000000.0,Inter Milan,right,
p-126414,Hakan Calhanoglu,1994-02-08 00:00:00,29.0,178.0,c-46,2021-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3381,35000000.0,Unique Sports Group,right,
p-197471,Roberto Gagliardini,1994-04-07 00:00:00,29.0,,c-46,2017-08-01 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3376,6500000.0,Gr Sports,right,
p-321528,Denzel Dumfries,1996-04-18 00:00:00,27.0,188.0,c-46,2021-08-14 00:00:00,2025-06-30 00:00:00,,,midfield - Right Midfield,n-3379,28000000.0,Wasserman,right,
p-273132,Robin Gosens,1994-07-05 00:00:00,28.0,183.0,c-46,2022-01-27 00:00:00,2026-06-30 00:00:00,,,midfield - Left Midfield,n-3262,18000000.0,MVP United,left,
p-55735,Henrikh Mkhitaryan,1989-01-21 00:00:00,34.0,177.0,c-46,2022-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Attacking Midfield,n-6219,6000000.0,Rafaela Pimenta,both,
p-787618,Valentin Carboni,2005-03-05 00:00:00,18.0,,c-46,2022-07-01 00:00:00,-,,,midfield - Attacking Midfield,n-3437,4000000.0,Gr Sports,left,
p-227081,Joaquin Correa,1994-08-13 00:00:00,28.0,188.0,c-46,2022-07-01 00:00:00,2025-06-30 00:00:00,,,Attack - Second Striker,n-3437,14000000.0,World Soccer Agency,right,
p-406625,Lautaro Martinez,1997-08-22 00:00:00,25.0,174.0,c-46,2018-07-04 00:00:00,2026-06-30 00:00:00,,,Attack - Centre-Forward,n-3437,80000000.0,Footfeel ISM,right,
p-96341,Romelu Lukaku,1993-05-13 00:00:00,30.0,191.0,c-46,2022-07-01 00:00:00,2023-06-30 00:00:00,,,Attack - Centre-Forward,n-3382,40000000.0,TEAM LUKAKU,left,
p-28396,Edin Dzeko,1986-03-17 00:00:00,37.0,193.0,c-46,2021-08-14 00:00:00,2023-06-30 00:00:00,,,Attack - Centre-Forward,n-3446,4000000.0,World Soccer Agency,right,
p-44058,Wojciech Szczesny,1990-04-18 00:00:00,33.0,196.0,c-506,2017-07-19 00:00:00,2024-06-30 00:00:00,,,Goalkeeper,n-3442,13000000.0,CAA Stellar,right,
p-110923,Mattia Perin,1992-11-10 00:00:00,30.0,,c-506,2018-07-01 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-3376,4000000.0,World Soccer Agency,right,
p-75411,Carlo Pinsoglio,1990-03-16 00:00:00,33.0,,c-506,2014-07-01 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-11947,300000.0,Starbridge Srl,left,
p-516716,Bremer,1997-03-18 00:00:00,26.0,188.0,c-506,2022-07-20 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3439,40000000.0,CAA Base Ltd,right,
p-509022,Federico Gatti,1998-06-24 00:00:00,24.0,,c-506,2027-06-30 00:00:00,adidas,,,Defender - Centre-Back,n-3376,5000000.0,Juventus FC,right,
p-39983,Leonardo Bonucci,1987-05-01 00:00:00,36.0,,c-506,2018-08-02 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3376,2500000.0,World Soccer Agency,right,
p-162959,Daniele Rugani,1994-07-29 00:00:00,28.0,,c-506,2015-02-01 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3376,2500000.0,Davide Torchia,right,
p-79960,Alex Sandro,1991-01-26 00:00:00,32.0,181.0,c-506,2024-06-30 00:00:00,2018-12-20 00:00:00,,,Defender - Left-Back,n-3439,4500000.0,Juventus FC,left,
p-145707,Danilo,1991-07-15 00:00:00,31.0,184.0,c-506,2019-08-07 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-3439,12000000.0,B2F,right,
p-88682,Mattia De Sciglio,1992-10-20 00:00:00,30.0,,c-506,2017-07-20 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-3376,4500000.0,Branchini Associati ...,right,
p-265088,Manuel Locatelli,1998-01-08 00:00:00,25.0,,c-506,2021-08-18 00:00:00,2026-06-30 00:00:00,,,midfield - Defensive Midfield,n-3376,30000000.0,Castelnovo,right,
p-166237,Leandro Paredes,1994-06-29 00:00:00,28.0,180.0,c-506,2022-08-31 00:00:00,2023-06-30 00:00:00,,,midfield - Defensive Midfield,n-3437,12000000.0,DCGLOBALSL,right,
p-671915,Enzo Barrenechea,2001-05-22 00:00:00,22.0,186.0,c-506,2023-04-01 00:00:00,2026-06-30 00:00:00,,,midfield - Defensive Midfield,n-3437,900000.0,SP,right,
p-182913,Adrien Rabiot,1995-04-03 00:00:00,28.0,188.0,c-506,2019-07-01 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3377,30000000.0,Relatives,left,
p-122153,Paul Pogba,1993-03-15 00:00:00,30.0,191.0,c-506,2022-07-11 00:00:00,2026-06-30 00:00:00,,,midfield - Central Midfield,n-3377,20000000.0,Rafaela Pimenta,both,
p-432090,Nicolo Fagioli,2001-02-12 00:00:00,22.0,,c-506,2021-01-01 00:00:00,2026-06-30 00:00:00,,,midfield - Central Midfield,n-11947,20000000.0,PDP s.r.l.  ...,right,
p-571607,Fabio Miretti,2003-08-03 00:00:00,19.0,,c-506,2022-07-01 00:00:00,2026-06-30 00:00:00,,,midfield - Central Midfield,n-3376,15000000.0,Branchini Associati ...,right,
p-91970,Juan Cuadrado,"May 26, 1988 Happy Birthday",35.0,176.0,c-506,2017-07-01 00:00:00,2023-06-30 00:00:00,,,midfield - Right Midfield,n-3816,5000000.0,Andrei Martأ­nez,right,
p-161011,Filip Kostic,1992-11-01 00:00:00,30.0,184.0,c-506,2022-08-12 00:00:00,2026-06-30 00:00:00,,,midfield - Left Midfield,n-3438,24000000.0,World Soccer Agency,left,
p-503638,Mohamed Ihattaren,2002-02-12 00:00:00,21.0,183.0,c-506,2025-06-30 00:00:00,,,,midfield - Attacking Midfield,n-3379,,Juventus FC,left,
p-341092,Federico Chiesa,1997-10-25 00:00:00,25.0,,c-506,2022-07-01 00:00:00,2025-06-30 00:00:00,,,Attack - Left Winger,n-3376,50000000.0,LIAN Sports Group,right,
p-581672,Samuel Iling Junior,2003-10-04 00:00:00,19.0,,c-506,2022-12-19 00:00:00,2025-06-30 00:00:00,,,Attack - Left Winger,n-22907,3500000.0,CAA Base Ltd,left,
p-45320,Angel Di Maria,1988-02-14 00:00:00,35.0,180.0,c-506,2022-07-08 00:00:00,2023-06-30 00:00:00,,,Attack - Right Winger,n-3437,10000000.0,DCGLOBALSL,left,
p-668951,Matias Soule,2003-04-15 00:00:00,20.0,182.0,c-506,2022-07-01 00:00:00,2026-06-30 00:00:00,,,Attack - Right Winger,n-11940,4000000.0,Guastadisegno,left,
p-357498,Du Scaron An Vlahovi%C4%87,2000-01-28 00:00:00,23.0,190.0,c-506,2022-01-28 00:00:00,2026-06-30 00:00:00,,,Attack - Centre-Forward,n-3438,75000000.0,INTERNATIONAL ...,left,
p-364135,Moise Kean,2000-02-28 00:00:00,23.0,183.0,c-506,2021-08-31 00:00:00,2025-06-30 00:00:00,,,Attack - Centre-Forward,n-3376,20000000.0,World Soccer Agency,right,
p-191891,Arkadiusz Milik,1994-02-28 00:00:00,29.0,186.0,c-506,2022-08-26 00:00:00,2023-06-30 00:00:00,,,Attack - Centre-Forward,n-3442,10000000.0,F-MG.COM,left,
p-620477,Kaio Jorge,2002-01-24 00:00:00,21.0,182.0,c-506,2021-08-17 00:00:00,2026-06-30 00:00:00,,,Attack - Centre-Forward,n-7658,3000000.0,Bertolucci Sports,right,
p-242359,Juan Musso,1994-05-06 00:00:00,29.0,191.0,c-800,2021-07-02 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-3437,14000000.0,World Soccer Agency,right,
p-199976,Marco Sportiello,1992-05-10 00:00:00,31.0,,c-800,2012-06-22 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,n-11947,1500000.0,Gr Sports,right,
p-126634,Francesco Rossi,1991-04-27 00:00:00,32.0,,c-800,2024-06-30 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,n-11947,100000.0,Atalanta BC,right,
p-571604,Giorgio Scalvini,2003-12-11 00:00:00,19.0,,c-800,2021-07-09 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3376,30000000.0,TMP SOCCER srl,right,
p-340879,Merih Demiral,1998-03-05 00:00:00,25.0,,c-800,2022-07-01 00:00:00,2026-06-30 00:00:00,,,Defender - Centre-Back,n-3381,25000000.0,Cenk Melih Yazؤ±cؤ±,right,
p-165513,Berat Djimsiti,1993-02-19 00:00:00,30.0,190.0,c-800,2016-01-18 00:00:00,2026-06-30 00:00:00,,,Defender - Centre-Back,n-3561,13000000.0,Soccer Mondial AG,right,
p-461833,Caleb Okoli,2001-07-13 00:00:00,21.0,191.0,c-800,2026-06-30 00:00:00,,,,Defender - Centre-Back,n-11947,10000000.0,Atalanta BC,right,
p-72441,Rafael Toloi,1990-10-10 00:00:00,32.0,,c-800,2015-08-26 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3376,8000000.0,Madeira Sports,right,
p-125020,Jose Luis Palomino,1990-01-05 00:00:00,33.0,,c-800,2024-06-30 00:00:00,Nike,,,Defender - Centre-Back,n-3437,3500000.0,Atalanta BC,left,
p-369674,Joakim Maehle,1997-05-20 00:00:00,26.0,185.0,c-800,2021-01-04 00:00:00,2025-06-30 00:00:00,,,Defender - Left-Back,n-3436,14000000.0,Boutique Transfers,right,
p-616631,Matteo Ruggeri,2002-07-11 00:00:00,20.0,,c-800,2020-09-01 00:00:00,2026-06-30 00:00:00,,,Defender - Left-Back,n-11947,2000000.0,TMP SOCCER srl,left,
p-546880,Brandon Soppy,2002-02-21 00:00:00,21.0,181.0,c-800,2022-08-19 00:00:00,2026-06-30 00:00:00,,,Defender - Right-Back,n-23658,10000000.0,CAA Stellar,right,
p-173859,Davide Zappacosta,1992-06-11 00:00:00,30.0,,c-800,2021-08-24 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-3376,7000000.0,World Soccer Agency,right,
p-275303,Hans Hateboer,1994-01-09 00:00:00,29.0,,c-800,2017-01-31 00:00:00,2024-06-30 00:00:00,,,Defender - Right-Back,n-3379,6000000.0,Key United,right,
p-360518,Teun Koopmeiners,1998-02-28 00:00:00,25.0,,c-800,2021-08-30 00:00:00,2025-06-30 00:00:00,,,midfield - Defensive Midfield,n-3379,30000000.0,Wasserman,left,
p-133179,Marten De Roon,1991-03-29 00:00:00,32.0,185.0,c-800,2017-08-10 00:00:00,2024-06-30 00:00:00,,,midfield - Defensive Midfield,n-3379,12000000.0,SEG,right,
p-607854,Ederson,1999-07-07 00:00:00,23.0,183.0,c-800,2022-07-06 00:00:00,2026-06-30 00:00:00,,,midfield - Central Midfield,n-7658,20000000.0,Link,right,
p-297648,Simone Muratore,1998-05-30 00:00:00,24.0,,c-800,2020-09-01 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-11947,300000.0,ESA & GFM,right,
p-205938,Mario Pasalic,1995-02-09 00:00:00,28.0,188.0,c-800,2020-09-01 00:00:00,2025-06-30 00:00:00,,,midfield - Attacking Midfield,n-3556,25000000.0,TTMA,right,
p-216569,Jeremie Boga,1997-01-03 00:00:00,26.0,,c-800,2022-07-01 00:00:00,2026-06-30 00:00:00,,,Attack - Left Winger,n-3591,15000000.0,LIAN Sports Group,right,
p-552059,Lukas Vorlicky,2002-01-18 00:00:00,21.0,186.0,c-800,2025-06-30 00:00:00,2020-07-24 00:00:00,,,Attack - Left Winger,n-26035,100000.0,Atalanta BC,right,
p-406040,Ademola Lookman,1997-10-20 00:00:00,25.0,174.0,c-800,2022-08-04 00:00:00,2026-06-30 00:00:00,,,Attack - Second Striker,n-3444,30000000.0,ROOF,right,
p-610442,Rasmus Hojlund,2003-02-04 00:00:00,20.0,191.0,c-800,2027-06-30 00:00:00,,,,Attack - Centre-Forward,n-3436,35000000.0,Atalanta BC,left,
p-73794,Duvan Zapata,1991-04-01 00:00:00,32.0,189.0,c-800,2020-01-17 00:00:00,2024-06-30 00:00:00,,,Attack - Centre-Forward,n-3816,10000000.0,"Villarreal, Schena ...",right,
p-119228,Luis Muriel,1991-04-16 00:00:00,32.0,179.0,c-800,2019-07-01 00:00:00,2024-06-30 00:00:00,,,Attack - Centre-Forward,n-3816,8000000.0,World Soccer Agency,right,
p-45026,Rui Patricio,1988-02-15 00:00:00,35.0,190.0,c-12,2021-07-13 00:00:00,2024-06-30 00:00:00,,,Goalkeeper,n-3300,5000000.0,Gestifute,left,
p-338670,Mile Svilar,1999-08-27 00:00:00,23.0,,c-12,2022-07-01 00:00:00,2027-06-30 00:00:00,,,Goalkeeper,n-3438,1800000.0,Universal Twenty Two,right,
p-581604,Pietro Boer,2002-05-12 00:00:00,21.0,,c-12,2024-06-30 00:00:00,2027-06-30 00:00:00,,,Goalkeeper,n-3438,150000.0,AS Roma,right,
p-524481,Roger Ibanez,1998-11-23 00:00:00,24.0,186.0,c-12,2021-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Centre-Back,n-3439,30000000.0,Bertolucci Sports,right,
p-256448,Gianluca Mancini,1996-04-17 00:00:00,27.0,,c-12,2020-09-01 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3376,18000000.0,Gr Sports,right,
p-246291,Diego Llorente,1993-08-16 00:00:00,29.0,186.0,c-12,2023-01-31 00:00:00,2023-06-30 00:00:00,,,Defender - Centre-Back,n-3375,12000000.0,Gelu Rodrأ­guez,right,
p-371371,Marash Kumbulla,2000-02-08 00:00:00,23.0,,c-12,2021-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Centre-Back,n-3561,9000000.0,Gianni Vitali,right,
p-103427,Chris Smalling,1989-11-22 00:00:00,33.0,194.0,c-12,2020-10-05 00:00:00,2023-06-30 00:00:00,,,Defender - Centre-Back,n-3299,8000000.0,OmniSports,right,
p-427197,William Bianda,2000-04-30 00:00:00,23.0,185.0,c-12,2020-07-01 00:00:00,2023-06-30 00:00:00,,,Defender - Centre-Back,n-23101,300000.0,CAA Stellar,left,
p-118689,Leonardo Spinazzola,1993-03-25 00:00:00,30.0,,c-12,2019-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Left-Back,n-3376,15000000.0,Reset Group Srl,right,
p-251075,Zeki Celik,1997-02-17 00:00:00,26.0,180.0,c-12,2022-07-05 00:00:00,2026-06-30 00:00:00,,,Defender - Right-Back,n-3381,10000000.0,F-F SPORT,right,
p-205006,Rick Karsdorp,1995-02-11 00:00:00,28.0,,c-12,2017-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-3379,9000000.0,H2 Agency,right,
p-199248,Bryan Cristante,1995-03-03 00:00:00,28.0,,c-12,2019-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Defensive Midfield,n-3376,20000000.0,Gr Sports,right,
p-74683,Nemanja Matic,1988-08-01 00:00:00,34.0,194.0,c-12,2022-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Defensive Midfield,n-3438,4000000.0,Universal Twenty Two,left,
p-647484,Ebrima Darboe,2001-06-06 00:00:00,21.0,,c-12,2021-07-01 00:00:00,2026-06-30 00:00:00,,,midfield - Defensive Midfield,n-6186,2000000.0,Dream and Goal,right,
p-49499,Georginio Wijnaldum,1990-11-11 00:00:00,32.0,175.0,c-12,2022-08-05 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3379,12000000.0,Football Mix B.V.,right,
p-481173,Mady Camara,1997-02-28 00:00:00,26.0,182.0,c-12,2022-08-31 00:00:00,2023-06-30 00:00:00,,,midfield - Central Midfield,n-3856,11000000.0,CAA Base Ltd,right,
p-562049,Edoardo Bove,2002-05-16 00:00:00,21.0,,c-12,2021-07-01 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-11947,3000000.0,BSM,right,
p-787907,Benjamin Tahirovic,2003-03-03 00:00:00,20.0,193.0,c-12,2022-11-01 00:00:00,2026-06-30 00:00:00,,,midfield - Central Midfield,n-3446,1000000.0,Universal Twenty Two,right,
p-550108,Nicola Zalewski,2002-01-23 00:00:00,21.0,,c-12,2021-07-01 00:00:00,2025-06-30 00:00:00,,,midfield - Left Midfield,n-3442,15000000.0,GP Soccer and ...,both,
p-286297,Lorenzo Pellegrini,1996-06-19 00:00:00,26.0,,c-12,2017-07-01 00:00:00,2026-06-30 00:00:00,,,midfield - Attacking Midfield,n-3376,35000000.0,GP Soccer and ...,both,
p-746891,Cristian Volpato,2003-11-15 00:00:00,19.0,,c-12,2022-10-01 00:00:00,2026-06-30 00:00:00,,,midfield - Attacking Midfield,n-11947,3000000.0,CT10 management Srl,left,
p-96630,Ante Coric,1997-04-14 00:00:00,26.0,176.0,c-12,2018-07-01 00:00:00,2023-06-30 00:00:00,,,midfield - Attacking Midfield,n-3556,400000.0,Marjan Sisic,both,
p-94529,Stephan El Shaarawy,1992-10-27 00:00:00,30.0,178.0,c-12,2021-01-30 00:00:00,2023-06-30 00:00:00,,,Attack - Left Winger,n-3376,5000000.0,Manuel El Shaarawy,right,
p-431811,Ola Solbakken,1998-09-07 00:00:00,24.0,186.0,c-12,2023-01-02 00:00:00,2027-06-30 00:00:00,,,Attack - Right Winger,n-3440,3500000.0,Nordic Sky,left,
p-206050,Paulo Dybala,1993-11-15 00:00:00,29.0,177.0,c-12,2022-07-20 00:00:00,2025-06-30 00:00:00,,,Attack - Second Striker,n-3437,30000000.0,Relatives,left,
p-331726,Tammy Abraham,1997-10-02 00:00:00,25.0,194.0,c-12,2021-08-17 00:00:00,2026-06-30 00:00:00,,,Attack - Centre-Forward,n-3299,45000000.0,ROOF,right,
p-167727,Andrea Belotti,1993-12-20 00:00:00,29.0,,c-12,2023-06-30 00:00:00,club option 2 years,,,Attack - Centre-Forward,n-3376,9000000.0,AS Roma,right,
p-197929,Ivan Provedel,1994-03-17 00:00:00,29.0,,c-12,2022-08-08 00:00:00,2027-06-30 00:00:00,,,Goalkeeper,n-3376,12000000.0,Keeper Football ...,right,
p-367464,Luis Maximiano,1999-01-05 00:00:00,24.0,190.0,c-398,2022-07-13 00:00:00,2027-06-30 00:00:00,,,Goalkeeper,n-16374,8000000.0,MRP.POSITIONUMBER,both,
p-300137,Marius Adamonis,1997-05-13 00:00:00,26.0,,c-398,2017-07-01 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-3851,150000.0,Avvocato Claudio ...,right,
p-197747,Alessio Romagnoli,1995-01-12 00:00:00,28.0,,c-398,2022-07-12 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3376,18000000.0,Team Raiola,left,
p-389837,Nicolo Casale,1998-02-14 00:00:00,25.0,,c-398,2022-07-08 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-11947,17000000.0,M.A.R.A.T. Football ...,right,
p-126729,Patric,1993-04-17 00:00:00,30.0,184.0,c-398,2015-07-01 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-11947,6000000.0,Team Raiola,right,
p-618341,Mario Gila,2000-08-29 00:00:00,22.0,185.0,c-398,2022-07-12 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-9567,3000000.0,Footfeel ISM,right,
p-346567,Luca Pellegrini,1999-03-07 00:00:00,24.0,,c-398,2023-01-31 00:00:00,2023-06-30 00:00:00,,,Defender - Left-Back,n-3376,9000000.0,Team Raiola,left,
p-44420,Stefan Radu,1986-10-22 00:00:00,36.0,183.0,c-398,2008-07-01 00:00:00,2023-06-30 00:00:00,,,Defender - Left-Back,n-3447,400000.0,Matteo Materazzi,left,
p-331401,Manuel Lazzari,1993-11-29 00:00:00,29.0,,c-398,2019-07-12 00:00:00,2027-06-30 00:00:00,,,Defender - Right-Back,n-3376,15000000.0,Italian Managers ...,right,
p-239802,Adam Marusic,1992-10-17 00:00:00,30.0,185.0,c-398,2017-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-11953,7500000.0,DOO Magnum,right,
p-200056,Elseid Hysaj,1994-02-02 00:00:00,29.0,182.0,c-398,2021-07-01 00:00:00,2025-06-30 00:00:00,,,Defender - Right-Back,n-3561,4000000.0,M.A.R.A.T. Football ...,right,
p-199733,Danilo Cataldi,1994-08-06 00:00:00,28.0,,c-398,2013-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Defensive Midfield,n-3376,7000000.0,Gr Sports,right,
p-613539,Marco Bertini,2002-08-07 00:00:00,20.0,,c-398,2024-06-30 00:00:00,,,,midfield - Defensive Midfield,n-3376,100000.0,SS Lazio,right,
p-266302,Sergej Milinkovic Savic,1995-02-27 00:00:00,28.0,191.0,c-398,2015-08-06 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3438,60000000.0,Mateja Kezman,right,
p-128220,Luis Alberto,1992-09-28 00:00:00,30.0,183.0,c-398,2016-08-31 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-3375,18000000.0,YOU FIRST,right,
p-468301,Marcos Antonio,2000-06-13 00:00:00,22.0,166.0,c-398,2022-07-01 00:00:00,2027-06-30 00:00:00,,,midfield - Central Midfield,n-37018,8000000.0,OTB Sports,right,
p-334835,Toma Basic,1996-11-25 00:00:00,26.0,190.0,c-398,2021-08-25 00:00:00,2026-06-30 00:00:00,,,midfield - Central Midfield,n-3556,7000000.0,Soccer11,left,
p-143812,Matias Vecino,1991-08-24 00:00:00,31.0,187.0,c-398,2022-08-01 00:00:00,2025-06-30 00:00:00,,,midfield - Central Midfield,n-3449,4500000.0,World Soccer Agency,right,
p-287700,Mohamed Fares,1996-02-15 00:00:00,27.0,183.0,c-398,2020-10-01 00:00:00,2025-06-30 00:00:00,,,midfield - Left Midfield,n-3614,3000000.0,Team Raiola,left,
p-283735,Mattia Zaccagni,1995-06-16 00:00:00,27.0,,c-398,2022-07-01 00:00:00,2025-06-30 00:00:00,,,Attack - Left Winger,n-3376,25000000.0,M.A.R.A.T. Football ...,right,
p-159372,Felipe Anderson,1993-04-15 00:00:00,30.0,175.0,c-398,2021-07-16 00:00:00,2024-06-30 00:00:00,,,Attack - Right Winger,n-3439,15000000.0,Conquest,right,
p-550106,Matteo Cancellieri,2002-02-12 00:00:00,21.0,,c-398,2022-07-01 00:00:00,2027-06-30 00:00:00,,,Attack - Right Winger,n-11947,5000000.0,MM-Management,left,
p-65278,Pedro,1987-07-28 00:00:00,35.0,167.0,c-398,2021-08-19 00:00:00,2023-06-30 00:00:00,,,Attack - Right Winger,n-3375,2500000.0,Bahأ­a Internacional,both,
p-769063,Luka Romero,2004-11-18 00:00:00,18.0,165.0,c-398,2021-07-20 00:00:00,2023-06-30 00:00:00,,,Attack - Right Winger,n-11940,1000000.0,LIAN Sports Group,left,
p-105521,Ciro Immobile,1990-02-20 00:00:00,33.0,,c-398,2016-07-27 00:00:00,2026-06-30 00:00:00,,,Attack - Centre-Forward,n-3376,18000000.0,Gea World,right,
p-96254,Pietro Terracciano,1990-03-08 00:00:00,33.0,,c-398,2019-07-07 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,n-3376,2000000.0,P&P Sport ...,right,
p-25508,Salvatore Sirigu,1987-01-12 00:00:00,36.0,,c-398,2023-06-30 00:00:00,Option for a further year,,,Goalkeeper,n-3376,600000.0,ACF Fiorentina,right,
p-370701,Michele Cerofolini,1999-01-04 00:00:00,24.0,,c-398,2017-07-01 00:00:00,2024-06-30 00:00:00,,,Goalkeeper,n-11947,300000.0,MM-Management,right,
p-413507,Nikola Milenkovic,1997-10-12 00:00:00,25.0,195.0,c-430,2017-07-01 00:00:00,2027-06-30 00:00:00,,,Defender - Centre-Back,n-3438,20000000.0,LIAN Sports Group,right,
p-380350,Igor,1998-02-07 00:00:00,25.0,185.0,c-430,2021-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-3438,11000000.0,Attacantti Sports ...,left,
p-373373,Lucas Martinez Quarta,1996-05-10 00:00:00,27.0,183.0,c-430,2020-10-05 00:00:00,2025-06-30 00:00:00,,,Defender - Centre-Back,n-3437,10000000.0,Universal Twenty Two,right,
p-346561,Luca Ranieri,1999-04-23 00:00:00,24.0,,c-430,2018-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Centre-Back,n-11947,2300000.0,M.A.R.A.T. Football ...,left,
p-124555,Cristiano Biraghi,1992-09-01 00:00:00,30.0,,c-430,2018-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Left-Back,n-3376,6500000.0,M.A.R.A.T. Football ...,left,
p-404260,Aleksa Terzic,1999-08-17 00:00:00,23.0,184.0,c-430,2019-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Left-Back,n-3438,1500000.0,Unnak Sports,left,
p-401529,Dodo,1998-11-17 00:00:00,24.0,166.0,c-430,2022-07-22 00:00:00,2027-06-30 00:00:00,,,Defender - Right-Back,n-37018,17000000.0,Bertolucci Sports,right,
p-240219,Lorenzo Venuti,1995-04-12 00:00:00,28.0,,c-430,2014-07-01 00:00:00,2024-06-30 00:00:00,,,Defender - Right-Back,n-11947,2500000.0,Team Raiola,right,
p-287579,Sofyan Amrabat,1996-08-21 00:00:00,26.0,185.0,c-430,2020-01-30 00:00:00,2024-06-30 00:00:00,,,midfield - Defensive Midfield,n-3575,25000000.0,CAA Stellar,right,
p-308279,Rolando Mandragora,1997-06-29 00:00:00,25.0,,c-430,2022-07-04 00:00:00,2026-06-30 00:00:00,,,midfield - Defensive Midfield,n-3376,9000000.0,LUCA DE SIMONE,left,
p-303116,Gaetano Castrovilli,1997-02-17 00:00:00,26.0,,c-430,2017-07-01 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3376,10000000.0,World Soccer Agency,right,
p-184894,Alfred Duncan,1993-03-10 00:00:00,30.0,178.0,c-430,2024-06-30 00:00:00,,,,midfield - Central Midfield,n-3441,5000000.0,ACF Fiorentina,left,
p-57280,Giacomo Bonaventura,1989-08-22 00:00:00,33.0,,c-430,2020-09-10 00:00:00,2024-06-30 00:00:00,,,midfield - Central Midfield,n-3376,2500000.0,Team Raiola,right,
p-602124,Alessandro Bianco,2002-10-01 00:00:00,20.0,,c-430,2026-06-30 00:00:00,Option for a further year,,,midfield - Central Midfield,n-21100,600000.0,ACF Fiorentina,right,
p-272261,Antonin Barak,1994-12-03 00:00:00,28.0,190.0,c-430,2023-01-31 00:00:00,2027-06-30 00:00:00,,,midfield - Attacking Midfield,n-3445,12000000.0,Relatives,left,
p-88909,Riccardo Saponara,1991-12-21 00:00:00,31.0,,c-430,2018-07-01 00:00:00,2023-06-30 00:00:00,,,midfield - Attacking Midfield,n-11947,2000000.0,Football Now Limited,right,
p-486031,Nicolas Gonzalez,1998-04-06 00:00:00,25.0,180.0,c-430,2021-07-01 00:00:00,2026-06-30 00:00:00,,,Attack - Left Winger,n-3437,28000000.0,Gea World,left,
