id,name,birth_date,age,height,current_club_id,club_joined,contract_expires,birth_place,citizenship,position,national_id,current_value,agent,foot,shirt_number
112515,Marcos Alonso,1990-12-28 00:00:00,33.0,188.0,131,2013-07-01 00:00:00,2024-06-30 00:00:00,,,Left-Back,,25000000.0,,left,
179757,Maximiliano Olivera,1992-03-05 00:00:00,31.0,182.0,131,2017-07-01 00:00:00,,,,Left-Back,,1500000.0,,left,
46423,Hrvoje Milic,1989-05-10 00:00:00,34.0,183.0,131,2016-08-16 00:00:00,,,,Left-Back,,1000000.0,,left,
335209,Kevin Diks,1996-10-06 00:00:00,27.0,182.0,131,2016-07-06 00:00:00,2025-06-30 00:00:00,,,Right-Back,,1500000.0,,right,
231614,Gilberto,1993-03-07 00:00:00,30.0,181.0,131,2015-07-22 00:00:00,2025-06-30 00:00:00,,,Right-Back,,700000.0,,right,
40633,Milan Badelj,1989-02-25 00:00:00,34.0,186.0,252,2019-08-05 00:00:00,2023-06-30 00:00:00,,,Defensive Midfield,,11000000.0,,right,
464307,Tomás Reymão,1998-07-14 00:00:00,25.0,188.0,252,,,,,Defensive Midfield,,50000.0,,right,
146596,Amidu Salifu,1992-09-20 00:00:00,31.0,182.0,252,2011-07-01 00:00:00,,,,Central Midfield,,350000.0,,right,
398031,Fabio Maistro,1998-04-05 00:00:00,25.0,180.0,2722,,2025-06-30 00:00:00,,,Central Midfield,,50000.0,,right,
88909,Riccardo Saponara,1991-12-21 00:00:00,32.0,184.0,430,2018-07-01 00:00:00,2023-06-30 00:00:00,,,Attacking Midfield,,11000000.0,,right,8.0
80351,Josip Ilicic,1988-01-29 00:00:00,35.0,190.0,430,2013-07-23 00:00:00,2025-06-30 00:00:00,,,Attacking Midfield,,10000000.0,,left,
282076,Ianis Hagi,1998-10-22 00:00:00,25.0,182.0,430,2016-07-10 00:00:00,2026-06-30 00:00:00,,,Attacking Midfield,,750000.0,,both,
141834,Cristian Tello,1991-08-11 00:00:00,32.0,178.0,430,2016-08-16 00:00:00,2024-06-30 00:00:00,,,Left Winger,,8000000.0,,both,
397896,Hernán Toledo,1996-01-17 00:00:00,27.0,180.0,430,2016-07-25 00:00:00,2024-12-31 00:00:00,,,Left Winger,,4500000.0,,right,
238654,Jaime Báez,1995-04-25 00:00:00,28.0,178.0,8970,2015-08-24 00:00:00,,,,Left Winger,,900000.0,,right,
197300,Federico Bernardeschi,1994-02-16 00:00:00,29.0,183.0,8970,2013-07-01 00:00:00,2026-12-31 00:00:00,,,Right Winger,,30000000.0,,left,
351506,Josh Pérez,1998-01-21 00:00:00,25.0,165.0,8970,,2023-06-30 00:00:00,,,Right Winger,,200000.0,,left,
36371,Nikola Kalinic,1988-01-05 00:00:00,35.0,187.0,8970,2015-08-14 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,20000000.0,,both,
124902,Khouma Babacar,1993-03-17 00:00:00,30.0,185.0,8970,2009-07-01 00:00:00,2025-06-30 00:00:00,,,Centre-Forward,,8000000.0,,right,
19104,Giuseppe Rossi,1987-02-01 00:00:00,36.0,173.0,2722,2013-01-07 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,4000000.0,,left,
26456,Mauro Zárate,1987-03-18 00:00:00,36.0,175.0,2722,2016-01-21 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,2000000.0,,right,
309180,Jan Mlakar,1998-10-23 00:00:00,25.0,183.0,2722,,2025-05-31 00:00:00,,,Centre-Forward,,550000.0,,right,
33873,Asmir Begovic,1987-06-20 00:00:00,36.0,199.0,29,2017-07-01 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,,8000000.0,,right,
427568,Aaron Ramsdale,1998-05-14 00:00:00,25.0,190.0,11,2017-01-31 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,,500000.0,,right,
177476,Nathan Aké,1995-02-18 00:00:00,28.0,180.0,281,2017-07-01 00:00:00,2025-06-30 00:00:00,,,Centre-Back,,15000000.0,,left,
562257,Shaun Hobson,1998-06-29 00:00:00,25.0,188.0,281,,2023-06-30 00:00:00,,,Centre-Back,,,,right,
175745,Brad Smith,1994-04-09 00:00:00,29.0,177.0,281,2016-07-27 00:00:00,2024-12-31 00:00:00,,,Left-Back,,1500000.0,,left,
249089,Lewis Cook,1997-02-03 00:00:00,26.0,175.0,989,2016-07-08 00:00:00,2025-06-30 00:00:00,,,Central Midfield,,20000000.0,,right,4.0
223047,Emerson Hyndman,1996-04-09 00:00:00,27.0,170.0,989,2019-12-31 00:00:00,,,,Central Midfield,,1000000.0,,right,
562254,Kyle Taylor,1999-08-28 00:00:00,24.0,167.0,989,,2024-06-30 00:00:00,,,Central Midfield,,,,right,
195652,Jordon Ibe,1995-12-08 00:00:00,28.0,176.0,989,2016-07-14 00:00:00,,,,Right Winger,,9000000.0,,right,
287528,Connor Mahoney,1997-02-12 00:00:00,26.0,175.0,1110,2017-07-04 00:00:00,2024-06-30 00:00:00,,,Right Winger,,250000.0,,left,
291422,Lys Mousset,1996-02-08 00:00:00,27.0,186.0,1160,2016-07-01 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,4000000.0,,right,
3875,Jermain Defoe,1982-10-07 00:00:00,41.0,171.0,1160,2017-07-01 00:00:00,,,,Centre-Forward,,2500000.0,,right,
562256,Mikael Ndjoli,1998-12-16 00:00:00,25.0,183.0,1160,,2023-05-31 00:00:00,,,Centre-Forward,,,,right,
257814,Gregor Kobel,1997-12-06 00:00:00,26.0,194.0,16,2016-07-01 00:00:00,2026-06-30 00:00:00,,,Goalkeeper,,500000.0,,right,
10329,Alexander Stolz,1983-10-13 00:00:00,40.0,189.0,16,2013-08-21 00:00:00,,,,Goalkeeper,,100000.0,,right,
411287,Justin Hoogma,1998-06-11 00:00:00,25.0,190.0,16,2017-07-01 00:00:00,2026-06-30 00:00:00,,,Centre-Back,,1500000.0,,left,
278459,Simon Lorenz,1997-03-30 00:00:00,26.0,187.0,16,,2023-06-30 00:00:00,,,Centre-Back,,100000.0,,right,
85867,Nico Schulz,1993-04-01 00:00:00,30.0,180.0,16,2017-07-08 00:00:00,2024-06-30 00:00:00,,,Left-Back,,7000000.0,,left,
296188,Alexander Rossipal,1996-06-06 00:00:00,27.0,184.0,16,,2023-06-30 00:00:00,,,Left-Back,,125000.0,,left,
129674,Jeremy Toljan,1994-08-08 00:00:00,29.0,182.0,6574,2013-07-01 00:00:00,2025-06-30 00:00:00,,,Right-Back,,5000000.0,,right,
274461,Felix Passlack,1998-05-29 00:00:00,25.0,170.0,16,2017-08-30 00:00:00,2023-06-30 00:00:00,,,Right-Back,,1500000.0,,right,
19548,Eugen Polanski,1986-03-17 00:00:00,37.0,183.0,16,2013-01-25 00:00:00,,,,Defensive Midfield,,1000000.0,,right,
263118,Johannes Bühler,1997-07-26 00:00:00,26.0,181.0,16,,,,,Defensive Midfield,,100000.0,,right,
232454,Nadiem Amiri,1996-10-27 00:00:00,27.0,180.0,15,2014-08-01 00:00:00,2024-06-30 00:00:00,,,Central Midfield,,17000000.0,,right,
125858,Kerem Demirbay,1993-07-03 00:00:00,30.0,183.0,15,2016-07-13 00:00:00,2024-06-30 00:00:00,,,Central Midfield,,12000000.0,,left,
82863,Lukas Rupp,1991-01-08 00:00:00,32.0,178.0,15,2016-07-01 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,4500000.0,,right,
122676,Robert Zulj,1992-02-05 00:00:00,31.0,189.0,15,2017-07-01 00:00:00,2027-06-30 00:00:00,,,Attacking Midfield,,1000000.0,,right,
234385,Maximilian Waack,1996-01-12 00:00:00,27.0,173.0,15,,2023-06-30 00:00:00,,,Attacking Midfield,,100000.0,,right,
68033,Steven Zuber,1991-08-17 00:00:00,32.0,182.0,15,2014-08-14 00:00:00,2025-06-30 00:00:00,,,Left Winger,,7000000.0,,right,
207592,Philipp Ochs,1997-04-17 00:00:00,26.0,175.0,15,2015-07-01 00:00:00,,,,Left Winger,,750000.0,,left,
284010,Robin Hack,1998-08-27 00:00:00,25.0,176.0,10,2017-07-01 00:00:00,2025-06-30 00:00:00,,,Left Winger,,500000.0,,right,
282180,Nicolas Wähling,1997-08-24 00:00:00,26.0,187.0,10,,2023-06-30 00:00:00,,,Left Winger,,75000.0,,both,
159471,Serge Gnabry,1995-07-14 00:00:00,28.0,176.0,27,2017-07-14 00:00:00,2026-06-30 00:00:00,,,Right Winger,,20000000.0,,right,
39743,Sandro Wagner,1987-11-29 00:00:00,36.0,194.0,27,2016-07-01 00:00:00,,,,Centre-Forward,,12000000.0,,right,
39106,Ádám Szalai,1987-12-09 00:00:00,36.0,193.0,27,2014-07-04 00:00:00,,,,Centre-Forward,,3000000.0,,right,
284047,Meris Skenderovic,1998-03-28 00:00:00,25.0,183.0,27,,2024-06-30 00:00:00,,,Centre-Forward,,200000.0,,left,
60561,Anthony Lopes,1990-10-01 00:00:00,33.0,184.0,1041,2011-07-01 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,,10000000.0,,left,1.0
228975,Julian Pollersbeck,1994-08-16 00:00:00,29.0,195.0,1158,2020-09-18 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,,800000.0,,right,
461581,Malcolm Barcola,1999-05-14 00:00:00,24.0,195.0,1158,2021-07-01 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,,250000.0,,right,
618472,Castello Lukeba,2002-12-17 00:00:00,21.0,184.0,1041,2021-07-01 00:00:00,2025-06-30 00:00:00,,,Centre-Back,,20000000.0,,left,4.0
702441,Sinaly Diomandé,2001-04-09 00:00:00,22.0,184.0,1041,2020-07-01 00:00:00,2025-06-30 00:00:00,,,Centre-Back,,5000000.0,,right,2.0
26485,Jérôme Boateng,1988-09-03 00:00:00,35.0,192.0,1041,2021-09-01 00:00:00,2023-06-30 00:00:00,,,Centre-Back,,3500000.0,,right,17.0
52920,Marcelo,1987-05-20 00:00:00,36.0,191.0,1041,2017-07-13 00:00:00,2024-06-30 00:00:00,,,Centre-Back,,1000000.0,,right,
57370,Damien Da Silva,1988-05-17 00:00:00,35.0,184.0,1041,2021-07-01 00:00:00,2024-06-30 00:00:00,,,Centre-Back,,1000000.0,,right,
181778,Emerson,1994-08-03 00:00:00,29.0,176.0,379,2021-08-19 00:00:00,2026-06-30 00:00:00,,,Left-Back,,14000000.0,,left,
204072,Henrique Silva,1994-04-25 00:00:00,29.0,173.0,1041,2021-07-01 00:00:00,2024-06-30 00:00:00,,,Left-Back,,1500000.0,,left,12.0
743519,Hugo Vogel,2004-01-04 00:00:00,19.0,177.0,1041,,2026-06-30 00:00:00,,,Left-Back,,500000.0,,left,
236400,Léo Dubois,1994-09-14 00:00:00,29.0,178.0,1041,2018-07-01 00:00:00,2025-06-30 00:00:00,,,Right-Back,,10000000.0,,right,
802987,Irvyn Lomami,2003-12-30 00:00:00,20.0,171.0,1041,,2025-06-30 00:00:00,,,Right-Back,,200000.0,,right,
520624,Bruno Guimarães,1997-11-16 00:00:00,26.0,182.0,762,2020-01-30 00:00:00,2026-06-30 00:00:00,,,Defensive Midfield,,40000000.0,,right,
135617,Thiago Mendes,1992-03-15 00:00:00,31.0,177.0,1041,2019-07-03 00:00:00,2025-06-30 00:00:00,,,Defensive Midfield,,9000000.0,,right,23.0
395237,Maxence Caqueret,2000-02-15 00:00:00,23.0,174.0,1041,2018-12-14 00:00:00,2027-06-30 00:00:00,,,Central Midfield,,25000000.0,,right,6.0
395693,Houssem Aouar,1998-06-30 00:00:00,25.0,175.0,1041,2017-07-01 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,25000000.0,,right,8.0
336828,Pape Cheikh,1997-08-08 00:00:00,26.0,180.0,1531,2017-08-29 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,1800000.0,,right,
669000,Habib Keïta,2002-02-05 00:00:00,21.0,182.0,1531,2021-07-01 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,800000.0,,left,
607225,Florent Sanchez,2003-04-02 00:00:00,20.0,178.0,1531,2021-07-01 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,600000.0,,right,
729677,Noam Bonnet,2002-05-25 00:00:00,21.0,177.0,1531,,2023-06-30 00:00:00,,,Central Midfield,,150000.0,,right,
555076,Romain Faivre,1998-07-14 00:00:00,25.0,180.0,1158,2022-01-31 00:00:00,2023-06-30 00:00:00,,,Right Midfield,,15000000.0,,left,
444523,Lucas Paquetá,1997-08-27 00:00:00,26.0,180.0,379,2020-09-30 00:00:00,2027-06-30 00:00:00,,,Attacking Midfield,,35000000.0,,left,
607223,Rayan Cherki,2003-08-17 00:00:00,20.0,177.0,1041,2020-01-01 00:00:00,2025-06-30 00:00:00,,,Attacking Midfield,,18000000.0,,both,18.0
326300,Jeff Reine-Adélaïde,1998-01-17 00:00:00,25.0,184.0,1095,2019-08-14 00:00:00,2023-06-30 00:00:00,,,Attacking Midfield,,14000000.0,,right,
234781,Maxwel Cornet,1996-09-27 00:00:00,27.0,179.0,379,2015-01-15 00:00:00,2027-06-30 00:00:00,,,Left Winger,,15000000.0,,left,
315110,Karl Toko Ekambi,1992-09-14 00:00:00,31.0,182.0,273,2020-07-01 00:00:00,2023-06-30 00:00:00,,,Left Winger,,15000000.0,,right,
418660,Lenny Pintor,2000-08-05 00:00:00,23.0,179.0,618,2018-08-31 00:00:00,2024-06-30 00:00:00,,,Left Winger,,1500000.0,,right,
729680,Madyan Sounni,2002-12-23 00:00:00,21.0,178.0,618,,2023-06-30 00:00:00,,,Left Winger,,150000.0,,right,
371256,Tetê,2000-02-15 00:00:00,23.0,175.0,1003,2022-03-31 00:00:00,2023-06-30 00:00:00,,,Right Winger,,22000000.0,,left,
229004,Moussa Dembélé,1996-07-12 00:00:00,27.0,187.0,1041,2018-08-31 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,20000000.0,,right,9.0
384060,Tino Kadewere,1996-01-05 00:00:00,27.0,183.0,237,2020-01-22 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,6000000.0,,right,
174915,Islam Slimani,1988-06-18 00:00:00,35.0,188.0,237,2021-01-13 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,1500000.0,,right,
708265,Bradley Barcola,2002-09-02 00:00:00,21.0,186.0,1041,2022-01-07 00:00:00,2026-06-30 00:00:00,,,Centre-Forward,,1000000.0,,right,26.0
744942,Gaël Nsombi,2003-01-25 00:00:00,20.0,171.0,1041,,2023-06-30 00:00:00,,,Centre-Forward,,200000.0,,right,
57522,Andrés Fernández,1986-12-16 00:00:00,37.0,185.0,5358,2017-07-01 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,,1500000.0,,right,
183647,Álvaro González,1990-01-08 00:00:00,33.0,182.0,5358,2016-08-31 00:00:00,2023-06-30 00:00:00,,,Centre-Back,,8000000.0,,right,
354742,Pepe Castaño,1998-12-10 00:00:00,25.0,185.0,5358,,2023-06-30 00:00:00,,,Centre-Back,,150000.0,,right,
58576,Miguel Layún,1988-06-25 00:00:00,35.0,180.0,5358,2018-07-11 00:00:00,2023-12-31 00:00:00,,,Right-Back,,3000000.0,,right,
527966,Andrei Ratiu,1998-06-20 00:00:00,25.0,183.0,5358,,2024-06-30 00:00:00,,,Right-Back,,300000.0,,right,
466298,Santiago Cáseres,1997-02-25 00:00:00,26.0,179.0,5358,2018-07-16 00:00:00,2024-12-31 00:00:00,,,Defensive Midfield,,10000000.0,,right,
65467,Vicente Iborra,1988-01-16 00:00:00,35.0,190.0,3368,2019-01-07 00:00:00,2023-06-30 00:00:00,,,Defensive Midfield,,9000000.0,,right,
40428,Manuel Iturra,1984-06-23 00:00:00,39.0,174.0,3368,2018-09-04 00:00:00,,,,Defensive Midfield,,400000.0,,right,
15799,Santi Cazorla,1984-12-13 00:00:00,39.0,168.0,3368,2018-08-06 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,4000000.0,,both,
357885,Pablo Fornals,1996-02-22 00:00:00,27.0,178.0,379,2017-07-24 00:00:00,2024-06-30 00:00:00,,,Attacking Midfield,,25000000.0,,right,
341278,Iván Martín,1999-02-14 00:00:00,24.0,178.0,12321,2020-08-01 00:00:00,2023-06-30 00:00:00,,,Attacking Midfield,,300000.0,,left,
82048,Nicola Sansone,1991-09-10 00:00:00,32.0,173.0,1025,2016-08-07 00:00:00,2023-06-30 00:00:00,,,Left Winger,,7500000.0,,right,
401922,Samuel Chukwueze,1999-05-22 00:00:00,24.0,172.0,1050,2018-11-01 00:00:00,2024-06-30 00:00:00,,,Right Winger,,30000000.0,,left,11.0
413262,Dani Raba,1995-10-29 00:00:00,28.0,185.0,1244,2018-07-01 00:00:00,2024-06-30 00:00:00,,,Right Winger,,2000000.0,,left,
146799,Alberto Brignoli,1991-08-19 00:00:00,32.0,188.0,1244,2019-07-18 00:00:00,2024-06-30 00:00:00,,,Goalkeeper,,1200000.0,,left,
163652,Jacopo Furlan,1993-02-22 00:00:00,30.0,189.0,1244,2020-10-05 00:00:00,2024-06-30 00:00:00,,,Goalkeeper,,300000.0,,right,
42744,Samir Ujkani,1988-07-05 00:00:00,35.0,186.0,749,2021-08-01 00:00:00,2023-06-30 00:00:00,,,Goalkeeper,,200000.0,,right,22.0
603692,Klemen Hvalic,2002-04-18 00:00:00,21.0,195.0,749,,2025-06-30 00:00:00,,,Goalkeeper,,100000.0,,right,
691529,Valerio Biagini,2003-10-20 00:00:00,20.0,,749,,,,,Goalkeeper,,75000.0,,,
493702,Mattia Viti,2002-01-24 00:00:00,21.0,190.0,417,2020-07-01 00:00:00,2027-06-30 00:00:00,,,Centre-Back,,7000000.0,,left,
435228,Ardian Ismajli,1996-09-30 00:00:00,27.0,185.0,749,2021-08-09 00:00:00,2025-06-30 00:00:00,,,Centre-Back,,1800000.0,,right,34.0
88706,Simone Romagnoli,1990-02-09 00:00:00,33.0,193.0,1005,2018-01-30 00:00:00,,,,Centre-Back,,1000000.0,,right,
111347,Lorenzo Tonelli,1990-01-17 00:00:00,33.0,183.0,749,2021-08-27 00:00:00,2023-06-30 00:00:00,,,Centre-Back,,1000000.0,,right,26.0
603676,Leonardo Pezzola,2002-03-17 00:00:00,21.0,188.0,749,,2023-06-30 00:00:00,,,Centre-Back,,125000.0,,right,
547985,Fabiano Parisi,2000-11-09 00:00:00,23.0,178.0,749,2020-09-22 00:00:00,2025-06-30 00:00:00,,,Left-Back,,4500000.0,,left,65.0
297645,Riccardo Marchizza,1998-03-26 00:00:00,25.0,186.0,6574,2021-07-30 00:00:00,2025-06-30 00:00:00,,,Left-Back,,2000000.0,,left,
641553,Alessio Rizza,2003-03-07 00:00:00,20.0,,6574,,,,,Left-Back,,150000.0,,left,
197745,Riccardo Fiamozzi,1993-05-18 00:00:00,30.0,175.0,6574,2021-07-01 00:00:00,2024-06-30 00:00:00,,,Right-Back,,500000.0,,right,
387234,Szymon Zurkowski,1997-09-25 00:00:00,26.0,185.0,3522,2020-01-30 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,7000000.0,,right,
240934,Filippo Bandinelli,1995-03-29 00:00:00,28.0,180.0,749,2019-07-13 00:00:00,2025-06-30 00:00:00,,,Central Midfield,,3000000.0,,left,25.0
192638,Nicolas Haas,1996-01-23 00:00:00,27.0,178.0,749,2021-07-01 00:00:00,2025-06-30 00:00:00,,,Central Midfield,,3000000.0,,right,32.0
193867,Liam Henderson,1996-04-25 00:00:00,27.0,183.0,749,2021-08-11 00:00:00,2025-06-30 00:00:00,,,Central Midfield,,2800000.0,,right,8.0
201040,Marco Benassi,1994-09-08 00:00:00,29.0,184.0,749,2022-01-22 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,2400000.0,,right,
291400,Giovanni Crociata,1997-08-11 00:00:00,26.0,174.0,749,2021-07-01 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,550000.0,,right,
162961,Valerio Verre,1994-01-11 00:00:00,29.0,181.0,458,2022-01-29 00:00:00,2023-06-30 00:00:00,,,Attacking Midfield,,2500000.0,,both,
641537,Tommaso Baldanzi,2003-03-23 00:00:00,20.0,170.0,749,2021-07-01 00:00:00,2027-06-30 00:00:00,,,Attacking Midfield,,800000.0,,left,35.0
315865,Andrea Pinamonti,1999-05-19 00:00:00,24.0,185.0,6574,2021-08-25 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,20000000.0,,right,
134983,Andrea La Mantia,1991-05-06 00:00:00,32.0,190.0,2722,2020-09-01 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,1300000.0,,right,
603891,Emmanuel Ekong,2002-06-25 00:00:00,21.0,176.0,2722,2021-07-01 00:00:00,2023-06-30 00:00:00,,,Centre-Forward,,300000.0,,right,
203026,Danny Ward,1993-06-22 00:00:00,30.0,191.0,1003,2012-01-30 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,,2500000.0,,right,
5278,Alexander Manninger,1977-06-04 00:00:00,46.0,,1003,2016-07-22 00:00:00,,,,Goalkeeper,,200000.0,,,
26669,Ragnar Klavan,1985-10-30 00:00:00,38.0,187.0,1003,2016-07-20 00:00:00,,,,Centre-Back,,3500000.0,,left,
145922,Jon Flanagan,1993-01-01 00:00:00,30.0,181.0,1003,2011-01-01 00:00:00,,,,Right-Back,,3500000.0,,right,
128912,Andre Wisdom,1993-05-09 00:00:00,30.0,186.0,1003,2011-07-01 00:00:00,,,,Right-Back,,2750000.0,,right,
119296,Emre Can,1994-01-12 00:00:00,29.0,186.0,16,2014-07-01 00:00:00,2024-06-30 00:00:00,,,Defensive Midfield,,15000000.0,,right,
41414,Lucas Leiva,1987-01-09 00:00:00,36.0,179.0,16,2007-07-01 00:00:00,,,,Defensive Midfield,,7000000.0,,right,
200782,Kevin Stewart,1993-09-07 00:00:00,30.0,182.0,16,2014-07-07 00:00:00,2023-06-30 00:00:00,,,Defensive Midfield,,1000000.0,,,
279454,MJ Williams,1995-11-06 00:00:00,28.0,187.0,16,,2024-06-30 00:00:00,,,Defensive Midfield,,100000.0,,right,
372670,Paulinho,1997-12-25 00:00:00,26.0,176.0,16,,2025-06-30 00:00:00,,,Central Midfield,,,,right,
337284,Ovie Ejaria,1997-11-18 00:00:00,26.0,188.0,16,2016-07-01 00:00:00,2024-06-30 00:00:00,,,Left Midfield,,500000.0,,right,
80444,Philippe Coutinho,1992-06-12 00:00:00,31.0,172.0,405,2013-01-30 00:00:00,2026-06-30 00:00:00,,,Left Winger,,45000000.0,,right,
72578,Mauro Goicoechea,1988-03-27 00:00:00,35.0,186.0,405,2015-07-14 00:00:00,2023-12-31 00:00:00,,,Goalkeeper,,1500000.0,,right,
126767,Ali Ahamada,1991-08-19 00:00:00,32.0,189.0,405,2010-07-01 00:00:00,,,,Goalkeeper,,1500000.0,,right,
357117,Alban Lafont,1999-01-23 00:00:00,24.0,196.0,995,2015-07-01 00:00:00,2024-06-30 00:00:00,,,Goalkeeper,,800000.0,,right,
123160,Marc Vidal,1991-06-03 00:00:00,32.0,183.0,995,2009-07-01 00:00:00,,,,Goalkeeper,,150000.0,,right,
357066,Numan Soysal,1998-01-31 00:00:00,25.0,186.0,995,,2025-06-30 00:00:00,,,Goalkeeper,,,,right,
57404,Jean-Armel Kana-Biyik,1989-07-03 00:00:00,34.0,184.0,995,2015-01-12 00:00:00,,,,Centre-Back,,2500000.0,,right,
160222,Uros Spajic,1993-02-13 00:00:00,30.0,188.0,995,2013-07-01 00:00:00,2025-06-30 00:00:00,,,Centre-Back,,2000000.0,,right,
170463,Marcel Tisserand,1993-01-10 00:00:00,30.0,190.0,995,2014-07-26 00:00:00,2025-06-30 00:00:00,,,Centre-Back,,1500000.0,,right,
272622,Issa Diop,1997-01-09 00:00:00,26.0,194.0,931,2016-01-01 00:00:00,2027-06-30 00:00:00,,,Centre-Back,,400000.0,,right,
329221,Maxime Spano,1994-10-31 00:00:00,29.0,184.0,931,2014-07-01 00:00:00,2023-12-31 00:00:00,,,Centre-Back,,300000.0,,right,
123021,François Moubandje,1990-06-21 00:00:00,33.0,180.0,931,2013-09-02 00:00:00,2024-06-30 00:00:00,,,Left-Back,,1500000.0,,left,
75058,William Matheus,1990-04-02 00:00:00,33.0,181.0,931,2014-07-29 00:00:00,,,,Left-Back,,1000000.0,,left,
170903,Steeve Yago,1992-12-16 00:00:00,31.0,178.0,931,2012-09-19 00:00:00,2024-05-31 00:00:00,,,Right-Back,,1250000.0,,right,
36039,Pavle Ninkov,1985-04-20 00:00:00,38.0,181.0,931,2011-07-01 00:00:00,,,,Right-Back,,500000.0,,right,
103563,Tongo Doumbia,1989-08-06 00:00:00,34.0,191.0,931,2014-08-29 00:00:00,2023-06-30 00:00:00,,,Defensive Midfield,,2000000.0,,right,
236041,Alexis Blin,1996-09-16 00:00:00,27.0,184.0,1005,2015-05-11 00:00:00,2025-06-30 00:00:00,,,Defensive Midfield,,600000.0,,right,
170481,Jean-Daniel Akpa Akpro,1992-10-11 00:00:00,31.0,180.0,749,2011-10-12 00:00:00,2023-06-30 00:00:00,,,Central Midfield,,3500000.0,,right,
148754,Somália,1988-09-28 00:00:00,35.0,181.0,749,2015-08-07 00:00:00,,,,Central Midfield,,1500000.0,,both,
290533,Yann Bodiger,1995-02-09 00:00:00,28.0,188.0,16795,2015-07-01 00:00:00,2024-06-30 00:00:00,,,Central Midfield,,1250000.0,,left,
146143,Zinédine Machach,1996-01-05 00:00:00,27.0,,16795,2015-10-13 00:00:00,,,,Central Midfield,,800000.0,,right,
5672,Étienne Didot,1983-07-24 00:00:00,40.0,175.0,16795,2008-07-01 00:00:00,,,,Central Midfield,,500000.0,,right,
5431,Pantxi Sirieix,1980-10-07 00:00:00,43.0,180.0,16795,2004-07-01 00:00:00,,,,Central Midfield,,250000.0,,right,
30321,Óscar Trejo,1988-04-26 00:00:00,35.0,180.0,367,2013-07-19 00:00:00,2024-06-30 00:00:00,,,Attacking Midfield,,2000000.0,,right,
412671,Quentin Boisgard,1997-03-17 00:00:00,26.0,174.0,367,2017-03-14 00:00:00,2023-06-30 00:00:00,,,Attacking Midfield,,50000.0,,right,
126796,Adrien Regattin,1991-08-22 00:00:00,32.0,168.0,367,2011-07-01 00:00:00,2023-06-30 00:00:00,,,Right Winger,,2000000.0,,right,
64229,Mihai Roman,1984-10-16 00:00:00,39.0,174.0,367,2013-07-01 00:00:00,2023-06-30 00:00:00,,,Right Winger,,250000.0,,right,
182813,Youssef Ben Ali,1995-02-04 00:00:00,28.0,168.0,367,2015-07-01 00:00:00,2023-06-30 00:00:00,,,Right Winger,,150000.0,,right,
355368,Djibril Dianessy,1996-03-29 00:00:00,27.0,182.0,367,,2024-12-31 00:00:00,,,Right Winger,,,,right,
73457,Aleksandar Pesic,1992-05-21 00:00:00,31.0,190.0,367,2014-07-01 00:00:00,2025-06-30 00:00:00,,,Centre-Forward,,1500000.0,,right,
178349,Sana Zaniou,1994-12-31 00:00:00,29.0,170.0,367,,,,,Centre-Forward,,150000.0,,right,
118997,Aitor Fernández,1991-05-03 00:00:00,32.0,182.0,331,2018-07-23 00:00:00,2025-06-30 00:00:00,,,Goalkeeper,,2500000.0,,right,
299715,Koke Vegas,1995-09-27 00:00:00,28.0,188.0,331,2018-01-18 00:00:00,2023-11-30 00:00:00,,,Goalkeeper,,800000.0,,right,
248330,Chema Rodríguez,1992-03-03 00:00:00,31.0,189.0,1533,2016-08-05 00:00:00,2025-06-30 00:00:00,,,Centre-Back,,2500000.0,,left,
387129,Rober Pier,1995-02-16 00:00:00,28.0,182.0,3368,2019-09-02 00:00:00,2023-06-30 00:00:00,,,Centre-Back,,2500000.0,,right,4.0
158791,Sergio Postigo,1988-11-04 00:00:00,35.0,185.0,3368,2016-07-16 00:00:00,2023-06-30 00:00:00,,,Centre-Back,,2500000.0,,right,15.0
